,Meta,c,a_apc,Apc_Period,Apc_Amplitude
163,0.0,0.9829145728643216,0.0,0.0,0.0
164,0.0,0.9889447236180904,0.0,0.0,0.0
165,0.0,0.9949748743718593,0.0,0.0,0.0
166,0.0,1.0010050251256282,0.0,0.0,0.0
167,0.0,1.007035175879397,0.0,0.0,0.0
168,0.0,1.0130653266331657,0.0,0.0,0.0
169,0.0,1.0190954773869347,0.0,0.0,0.0
170,0.0,1.0251256281407035,0.0,0.0,0.0
171,0.0,1.0311557788944723,0.0,0.0,0.0
172,0.0,1.037185929648241,0.0,0.0,0.0
173,0.0,1.04321608040201,0.0,0.0,0.0
174,0.0,1.0492462311557789,0.0,0.0,0.0
175,0.0,1.0552763819095476,0.0,0.0,0.0
176,0.0,1.0613065326633166,0.0,0.0,0.0
177,0.0,1.0673366834170854,0.0,0.0,0.0
178,0.0,1.0733668341708542,0.0,0.0,0.0
179,0.0,1.079396984924623,0.0,0.0,0.0
180,0.0,1.085427135678392,0.0,0.0,0.0
181,0.0,1.0914572864321608,0.0,0.0,0.0
182,0.0,1.0974874371859296,0.0,0.0,0.0
183,0.0,1.1035175879396983,0.0,0.0,0.0
184,0.0,1.1095477386934673,0.0,0.0,0.0
185,0.0,1.1155778894472361,0.0,0.0,0.0
186,0.0,1.121608040201005,0.0,0.0,0.0
187,0.0,1.127638190954774,0.0,0.0,0.0
188,0.0,1.1336683417085427,0.0,0.0,0.0
189,0.0,1.1396984924623115,0.0,0.0,0.0
190,0.0,1.1457286432160803,0.0,0.0,0.0
191,0.0,1.1517587939698493,0.0,0.0,0.0
192,0.0,1.157788944723618,0.0,0.0,0.0
193,0.0,1.1638190954773868,0.0,0.0,0.0
194,0.0,1.1698492462311558,0.0,0.0,0.0
195,0.0,1.1758793969849246,0.0,0.0,0.0
196,0.0,1.1819095477386934,0.0,0.0,0.0
197,0.0,1.1879396984924622,0.0,0.0,0.0
198,0.0,1.1939698492462312,0.0,0.0,0.0
199,0.0,1.2,0.0,0.0,0.0
200,0.0,0.0,0.08,0.0,0.0
201,0.0,0.006030150753768844,0.08,253.20025073467167,0.9999963913361589
202,0.0,0.012060301507537688,0.08,126.73018948467846,0.9999964302641622
203,0.0,0.018090452261306532,0.08,84.77342441387833,0.999996275145999
204,0.0,0.024120603015075376,0.08,63.816242695768935,0.9999964925286795
205,0.0,0.03015075376884422,0.08,51.249934770926096,0.9999965385666509
206,0.0,0.036180904522613064,0.08,42.87903757003424,0.9999965277880163
207,0.0,0.04221105527638191,0.08,36.89818661890591,0.9999965064563416
208,0.0,0.04824120603015075,0.08,32.42276928586164,0.9999965368917783
209,0.0,0.054271356783919596,0.08,28.930291347750433,0.9999965096994408
210,0.0,0.06030150753768844,0.08,26.145520246588987,0.9999965969511199
211,0.0,0.06633165829145729,0.08,23.87361348007481,0.99999659318847
212,0.0,0.07236180904522613,0.08,21.969424817412772,0.9999966333673235
213,0.0,0.07839195979899496,0.08,20.36342123512874,0.9999966537301752
214,0.0,0.08442211055276382,0.08,18.988595808691823,0.999996691602101
215,0.0,0.09045226130653267,0.08,17.79786717772405,0.9999967815899029
216,0.0,0.0964824120603015,0.08,16.754608062248366,0.9999967583159389
217,0.0,0.10251256281407034,0.08,15.836397132924494,0.9999967394451639
218,0.0,0.10854271356783919,0.08,15.0259766761179,0.9999967834228887
219,0.0,0.11457286432160804,0.08,14.292228444284738,0.9999968466421923
220,0.0,0.12060301507537688,0.08,13.639146454453886,0.9999968264776026
221,0.0,0.12663316582914572,0.08,13.047589409175707,0.9999968985596273
222,0.0,0.13266331658291458,0.08,12.508881267086323,0.9999968792718821
223,0.0,0.13869346733668342,0.08,12.026359192788227,0.9999967225910622
224,0.0,0.14472361809045226,0.08,11.572956186528138,0.9999969223358351
225,0.0,0.1507537688442211,0.08,11.1591411441651,0.9999967994451171
226,0.0,0.15678391959798993,0.08,10.782339709565852,0.9999968138233877
227,0.0,0.1628140703517588,0.08,10.429776185639302,0.9999969765720609
228,0.0,0.16884422110552763,0.08,10.100267881482408,0.9999969746490187
229,0.0,0.17487437185929647,0.08,9.80414927358348,0.9999970171691206
230,0.0,0.18090452261306533,0.08,9.516187401660304,0.9999968979342754
231,0.0,0.18693467336683417,0.08,9.26418722527784,0.9999969748306223
232,0.0,0.192964824120603,0.08,9.015094744381754,0.999996838037323
233,0.0,0.19899497487437184,0.08,8.790299691159754,0.9999970540426483
234,0.0,0.20502512562814068,0.08,8.579580205968078,0.9999970741732194
235,0.0,0.21105527638190955,0.08,8.378984376670232,0.9999971220795675
236,0.0,0.21708542713567838,0.08,8.197028324940892,0.9999970418749135
237,0.0,0.22311557788944722,0.08,8.018444469478265,0.999997191269758
238,0.0,0.22914572864321608,0.08,7.856383507455636,0.9999972154202016
239,0.0,0.23517587939698492,0.08,7.699216306571422,0.9999971598575261
240,0.0,0.24120603015075376,0.08,7.5663526299286765,0.9999971963794223
241,0.0,0.2472361809045226,0.08,7.43758277586948,0.999997267418356
242,0.0,0.25326633165829143,0.08,7.354253258756008,0.9999971599729977
243,0.0,0.25929648241206027,0.08,0.0,0.0
244,0.0,0.26532663316582916,0.08,0.0,0.0
245,0.0,0.271356783919598,0.08,0.0,0.0
246,0.0,0.27738693467336684,0.08,0.0,0.0
247,0.0,0.2834170854271357,0.08,0.0,0.0
248,0.0,0.2894472361809045,0.08,0.0,0.0
249,0.0,0.29547738693467335,0.08,0.0,0.0
250,0.0,0.3015075376884422,0.08,0.0,0.0
251,0.0,0.307537688442211,0.08,0.0,0.0
252,0.0,0.31356783919597986,0.08,0.0,0.0
253,0.0,0.31959798994974875,0.08,0.0,0.0
254,0.0,0.3256281407035176,0.08,0.0,0.0
255,0.0,0.3316582914572864,0.08,0.0,0.0
256,0.0,0.33768844221105526,0.08,0.0,0.0
257,0.0,0.3437185929648241,0.08,0.0,0.0
258,0.0,0.34974874371859294,0.08,0.0,0.0
259,0.0,0.3557788944723618,0.08,0.0,0.0
260,0.0,0.36180904522613067,0.08,0.0,0.0
261,0.0,0.3678391959798995,0.08,0.0,0.0
262,0.0,0.37386934673366834,0.08,0.0,0.0
263,0.0,0.3798994974874372,0.08,0.0,0.0
264,0.0,0.385929648241206,0.08,0.0,0.0
265,0.0,0.39195979899497485,0.08,0.0,0.0
266,0.0,0.3979899497487437,0.08,0.0,0.0
267,0.0,0.4040201005025125,0.08,0.0,0.0
268,0.0,0.41005025125628136,0.08,0.0,0.0
269,0.0,0.41608040201005025,0.08,0.0,0.0
270,0.0,0.4221105527638191,0.08,0.0,0.0
271,0.0,0.42814070351758793,0.08,0.0,0.0
272,0.0,0.43417085427135677,0.08,0.0,0.0
273,0.0,0.4402010050251256,0.08,0.0,0.0
274,0.0,0.44623115577889444,0.08,0.0,0.0
275,0.0,0.4522613065326633,0.08,0.0,0.0
276,0.0,0.45829145728643217,0.08,0.0,0.0
277,0.0,0.464321608040201,0.08,0.0,0.0
278,0.0,0.47035175879396984,0.08,0.0,0.0
279,0.0,0.4763819095477387,0.08,0.0,0.0
280,0.0,0.4824120603015075,0.08,0.0,0.0
281,0.0,0.48844221105527635,0.08,0.0,0.0
282,0.0,0.4944723618090452,0.08,0.0,0.0
283,0.0,0.5005025125628141,0.08,0.0,0.0
284,0.0,0.5065326633165829,0.08,0.0,0.0
285,0.0,0.5125628140703518,0.08,0.0,0.0
286,0.0,0.5185929648241205,0.08,0.0,0.0
287,0.0,0.5246231155778894,0.08,0.0,0.0
288,0.0,0.5306532663316583,0.08,0.0,0.0
289,0.0,0.5366834170854271,0.08,0.0,0.0
290,0.0,0.542713567839196,0.08,0.0,0.0
291,0.0,0.5487437185929648,0.08,0.0,0.0
292,0.0,0.5547738693467337,0.08,0.0,0.0
293,0.0,0.5608040201005025,0.08,0.0,0.0
294,0.0,0.5668341708542713,0.08,0.0,0.0
295,0.0,0.5728643216080401,0.08,0.0,0.0
296,0.0,0.578894472361809,0.08,0.0,0.0
297,0.0,0.5849246231155779,0.08,0.0,0.0
298,0.0,0.5909547738693467,0.08,0.0,0.0
299,0.0,0.5969849246231156,0.08,0.0,0.0
300,0.0,0.6030150753768844,0.08,0.0,0.0
301,0.0,0.6090452261306533,0.08,0.0,0.0
302,0.0,0.615075376884422,0.08,0.0,0.0
303,0.0,0.6211055276381909,0.08,0.0,0.0
304,0.0,0.6271356783919597,0.08,0.0,0.0
305,0.0,0.6331658291457286,0.08,0.0,0.0
306,0.0,0.6391959798994975,0.08,0.0,0.0
307,0.0,0.6452261306532663,0.08,0.0,0.0
308,0.0,0.6512562814070352,0.08,0.0,0.0
309,0.0,0.657286432160804,0.08,0.0,0.0
310,0.0,0.6633165829145728,0.08,0.0,0.0
311,0.0,0.6693467336683416,0.08,0.0,0.0
312,0.0,0.6753768844221105,0.08,0.0,0.0
313,0.0,0.6814070351758794,0.08,0.0,0.0
314,0.0,0.6874371859296482,0.08,0.0,0.0
315,0.0,0.6934673366834171,0.08,0.0,0.0
316,0.0,0.6994974874371859,0.08,0.0,0.0
317,0.0,0.7055276381909548,0.08,0.0,0.0
318,0.0,0.7115577889447235,0.08,0.0,0.0
319,0.0,0.7175879396984924,0.08,0.0,0.0
320,0.0,0.7236180904522613,0.08,0.0,0.0
321,0.0,0.7296482412060301,0.08,0.0,0.0
322,0.0,0.735678391959799,0.08,0.0,0.0
323,0.0,0.7417085427135678,0.08,0.0,0.0
324,0.0,0.7477386934673367,0.08,0.0,0.0
325,0.0,0.7537688442211055,0.08,0.0,0.0
326,0.0,0.7597989949748744,0.08,0.0,0.0
327,0.0,0.7658291457286431,0.08,0.0,0.0
328,0.0,0.771859296482412,0.08,0.0,0.0
329,0.0,0.7778894472361809,0.08,0.0,0.0
330,0.0,0.7839195979899497,0.08,0.0,0.0
331,0.0,0.7899497487437186,0.08,0.0,0.0
332,0.0,0.7959798994974874,0.08,0.0,0.0
333,0.0,0.8020100502512563,0.08,0.0,0.0
334,0.0,0.808040201005025,0.08,0.0,0.0
335,0.0,0.8140703517587939,0.08,0.0,0.0
336,0.0,0.8201005025125627,0.08,0.0,0.0
337,0.0,0.8261306532663316,0.08,0.0,0.0
338,0.0,0.8321608040201005,0.08,0.0,0.0
339,0.0,0.8381909547738693,0.08,0.0,0.0
340,0.0,0.8442211055276382,0.08,0.0,0.0
341,0.0,0.850251256281407,0.08,0.0,0.0
342,0.0,0.8562814070351759,0.08,0.0,0.0
343,0.0,0.8623115577889446,0.08,0.0,0.0
344,0.0,0.8683417085427135,0.08,0.0,0.0
345,0.0,0.8743718592964824,0.08,0.0,0.0
346,0.0,0.8804020100502512,0.08,0.0,0.0
347,0.0,0.8864321608040201,0.08,0.0,0.0
348,0.0,0.8924623115577889,0.08,0.0,0.0
349,0.0,0.8984924623115578,0.08,0.0,0.0
350,0.0,0.9045226130653266,0.08,0.0,0.0
351,0.0,0.9105527638190954,0.08,0.0,0.0
352,0.0,0.9165829145728643,0.08,0.0,0.0
353,0.0,0.9226130653266331,0.08,0.0,0.0
354,0.0,0.928643216080402,0.08,0.0,0.0
355,0.0,0.9346733668341708,0.08,0.0,0.0
356,0.0,0.9407035175879397,0.08,0.0,0.0
357,0.0,0.9467336683417085,0.08,0.0,0.0
358,0.0,0.9527638190954774,0.08,0.0,0.0
359,0.0,0.9587939698492461,0.08,0.0,0.0
360,0.0,0.964824120603015,0.08,0.0,0.0
361,0.0,0.9708542713567839,0.08,0.0,0.0
362,0.0,0.9768844221105527,0.08,0.0,0.0
363,0.0,0.9829145728643216,0.08,0.0,0.0
364,0.0,0.9889447236180904,0.08,0.0,0.0
365,0.0,0.9949748743718593,0.08,0.0,0.0
366,0.0,1.0010050251256282,0.08,0.0,0.0
367,0.0,1.007035175879397,0.08,0.0,0.0
368,0.0,1.0130653266331657,0.08,0.0,0.0
369,0.0,1.0190954773869347,0.08,0.0,0.0
370,0.0,1.0251256281407035,0.08,0.0,0.0
371,0.0,1.0311557788944723,0.08,0.0,0.0
372,0.0,1.037185929648241,0.08,0.0,0.0
373,0.0,1.04321608040201,0.08,0.0,0.0
374,0.0,1.0492462311557789,0.08,0.0,0.0
375,0.0,1.0552763819095476,0.08,0.0,0.0
376,0.0,1.0613065326633166,0.08,0.0,0.0
377,0.0,1.0673366834170854,0.08,0.0,0.0
378,0.0,1.0733668341708542,0.08,0.0,0.0
379,0.0,1.079396984924623,0.08,0.0,0.0
380,0.0,1.085427135678392,0.08,0.0,0.0
381,0.0,1.0914572864321608,0.08,0.0,0.0
382,0.0,1.0974874371859296,0.08,0.0,0.0
383,0.0,1.1035175879396983,0.08,0.0,0.0
384,0.0,1.1095477386934673,0.08,0.0,0.0
385,0.0,1.1155778894472361,0.08,0.0,0.0
386,0.0,1.121608040201005,0.08,0.0,0.0
387,0.0,1.127638190954774,0.08,0.0,0.0
388,0.0,1.1336683417085427,0.08,0.0,0.0
389,0.0,1.1396984924623115,0.08,0.0,0.0
390,0.0,1.1457286432160803,0.08,0.0,0.0
391,0.0,1.1517587939698493,0.08,0.0,0.0
392,0.0,1.157788944723618,0.08,0.0,0.0
393,0.0,1.1638190954773868,0.08,0.0,0.0
394,0.0,1.1698492462311558,0.08,0.0,0.0
395,0.0,1.1758793969849246,0.08,0.0,0.0
396,0.0,1.1819095477386934,0.08,0.0,0.0
397,0.0,1.1879396984924622,0.08,0.0,0.0
398,0.0,1.1939698492462312,0.08,0.0,0.0
399,0.0,1.2,0.08,0.0,0.0
400,0.0,0.0,0.16,0.0,0.0
401,0.0,0.006030150753768844,0.16,253.1902281616411,0.9999963761276508
402,0.0,0.012060301507537688,0.16,126.70271800397917,0.9999960930612338
403,0.0,0.018090452261306532,0.16,84.74877531530788,0.9999963428420466
404,0.0,0.024120603015075376,0.16,63.79837266415967,0.9999965077613743
405,0.0,0.03015075376884422,0.16,51.23473278679327,0.9999965061198315
406,0.0,0.036180904522613064,0.16,42.871746659682444,0.9999964774650939
407,0.0,0.04221105527638191,0.16,36.89104023782845,0.9999965587362629
408,0.0,0.04824120603015075,0.16,32.412373055079826,0.9999965550967947
409,0.0,0.054271356783919596,0.16,28.92743799558734,0.9999965647646412
410,0.0,0.06030150753768844,0.16,26.143387992675613,0.9999966654285068
411,0.0,0.06633165829145729,0.16,23.8606412093809,0.999996660872235
412,0.0,0.07236180904522613,0.16,21.96645105060231,0.9999965200102993
413,0.0,0.07839195979899496,0.16,20.36075853329783,0.9999966709508796
414,0.0,0.08442211055276382,0.16,18.980830124716267,0.9999966648373987
415,0.0,0.09045226130653267,0.16,17.79193184199393,0.9999967736144817
416,0.0,0.0964824120603015,0.16,16.7512781811444,0.9999967912965941
417,0.0,0.10251256281407034,0.16,15.835992394130646,0.9999967397760675
418,0.0,0.10854271356783919,0.16,15.022530819802492,0.9999967736236381
419,0.0,0.11457286432160804,0.16,14.289013265165693,0.9999968481984582
420,0.0,0.12060301507537688,0.16,13.6374492641512,0.9999968439630603
421,0.0,0.12663316582914572,0.16,13.041308708118947,0.9999967998017398
422,0.0,0.13266331658291458,0.16,12.509990561173083,0.9999967690177157
423,0.0,0.13869346733668342,0.16,12.014084499851599,0.9999967581051458
424,0.0,0.14472361809045226,0.16,11.563950994792888,0.9999969559402879
425,0.0,0.1507537688442211,0.16,11.155427491267172,0.9999968914008339
426,0.0,0.15678391959798993,0.16,10.781909709012751,0.9999969411570757
427,0.0,0.1628140703517588,0.16,10.424842385266402,0.9999969785421257
428,0.0,0.16884422110552763,0.16,10.106890966329203,0.9999969562799749
429,0.0,0.17487437185929647,0.16,9.805467355366996,0.9999970137227583
430,0.0,0.18090452261306533,0.16,9.525156493149861,0.9999970492544625
431,0.0,0.18693467336683417,0.16,9.264697334203365,0.9999969095107688
432,0.0,0.192964824120603,0.16,9.02430794256426,0.99999705109788
433,0.0,0.19899497487437184,0.16,8.796186671265428,0.9999969813422099
434,0.0,0.20502512562814068,0.16,8.584571260410986,0.9999971033800417
435,0.0,0.21105527638190955,0.16,8.393119793039507,0.9999970268023028
436,0.0,0.21708542713567838,0.16,8.203661316283263,0.9999971833951983
437,0.0,0.22311557788944722,0.16,8.0337761695565,0.999997181093263
438,0.0,0.22914572864321608,0.16,7.874435262497945,0.9999972177210723
439,0.0,0.23517587939698492,0.16,7.741580718555513,0.9999971514973919
440,0.0,0.24120603015075376,0.16,7.625114234201494,0.9999972536942368
441,0.0,0.2472361809045226,0.16,0.0,0.0
442,0.0,0.25326633165829143,0.16,0.0,0.0
443,0.0,0.25929648241206027,0.16,0.0,0.0
444,0.0,0.26532663316582916,0.16,0.0,0.0
445,0.0,0.271356783919598,0.16,0.0,0.0
446,0.0,0.27738693467336684,0.16,0.0,0.0
447,0.0,0.2834170854271357,0.16,0.0,0.0
448,0.0,0.2894472361809045,0.16,0.0,0.0
449,0.0,0.29547738693467335,0.16,0.0,0.0
450,0.0,0.3015075376884422,0.16,0.0,0.0
451,0.0,0.307537688442211,0.16,0.0,0.0
452,0.0,0.31356783919597986,0.16,0.0,0.0
453,0.0,0.31959798994974875,0.16,0.0,0.0
454,0.0,0.3256281407035176,0.16,0.0,0.0
455,0.0,0.3316582914572864,0.16,0.0,0.0
456,0.0,0.33768844221105526,0.16,0.0,0.0
457,0.0,0.3437185929648241,0.16,0.0,0.0
458,0.0,0.34974874371859294,0.16,0.0,0.0
459,0.0,0.3557788944723618,0.16,0.0,0.0
460,0.0,0.36180904522613067,0.16,0.0,0.0
461,0.0,0.3678391959798995,0.16,0.0,0.0
462,0.0,0.37386934673366834,0.16,0.0,0.0
463,0.0,0.3798994974874372,0.16,0.0,0.0
464,0.0,0.385929648241206,0.16,0.0,0.0
465,0.0,0.39195979899497485,0.16,0.0,0.0
466,0.0,0.3979899497487437,0.16,0.0,0.0
467,0.0,0.4040201005025125,0.16,0.0,0.0
468,0.0,0.41005025125628136,0.16,0.0,0.0
469,0.0,0.41608040201005025,0.16,0.0,0.0
470,0.0,0.4221105527638191,0.16,0.0,0.0
471,0.0,0.42814070351758793,0.16,0.0,0.0
472,0.0,0.43417085427135677,0.16,0.0,0.0
473,0.0,0.4402010050251256,0.16,0.0,0.0
474,0.0,0.44623115577889444,0.16,0.0,0.0
