,Meta,c,a_apc,Cyc_Period,Cyc_Amplitude
18510,0.0,0.6633165829145728,18.385951163565593,3.810847739634868,0.7773191331738852
18511,0.0,0.6693467336683416,18.385951163565593,3.7988767579504525,0.7773015201474391
18512,0.0,0.6753768844221105,18.385951163565593,3.7874202158719354,0.7772854706940668
18513,0.0,0.6814070351758794,18.385951163565593,3.776484091321332,0.7772686569838164
18514,0.0,0.6874371859296482,18.385951163565593,3.766031171823343,0.7772516763340171
18515,0.0,0.6934673366834171,18.385951163565593,3.7561245531400447,0.7772338743995114
18516,0.0,0.6994974874371859,18.385951163565593,3.7467007423501726,0.7772151956650809
18517,0.0,0.7055276381909548,18.385951163565593,3.737767623913581,0.7771978965321025
18518,0.0,0.7115577889447235,18.385951163565593,3.729327343026956,0.7771793253869778
18519,0.0,0.7175879396984924,18.385951163565593,3.721369951265258,0.7771599242942505
18520,0.0,0.7236180904522613,18.385951163565593,3.7138997737816197,0.7771403394959207
18521,0.0,0.7296482412060301,18.385951163565593,3.706907172060049,0.777120003821733
18522,0.0,0.735678391959799,18.385951163565593,3.700418596124125,0.7771036277142719
18523,0.0,0.7417085427135678,18.385951163565593,3.694363707483536,0.7770822060136086
18524,0.0,0.7477386934673367,18.385951163565593,3.688820168017703,0.7770639731521066
18525,0.0,0.7537688442211055,18.385951163565593,3.6837435994960472,0.7770455389751995
18526,0.0,0.7597989949748744,18.385951163565593,3.6791247563649705,0.7770262011384886
18527,0.0,0.7658291457286431,18.385951163565593,3.6750092787026976,0.7770062682772779
18528,0.0,0.771859296482412,18.385951163565593,3.6713615084833293,0.7769863760857619
18529,0.0,0.7778894472361809,18.385951163565593,3.668196057994562,0.7769659555551697
18530,0.0,0.7839195979899497,18.385951163565593,3.6655184151109452,0.7769446248393868
18531,0.0,0.7899497487437186,18.385951163565593,3.6633199844698368,0.7769229323774386
18532,0.0,0.7959798994974874,18.385951163565593,3.661604048588159,0.7769011306066291
18533,0.0,0.8020100502512563,18.385951163565593,3.660374514476292,0.776879603711845
18534,0.0,0.808040201005025,18.385951163565593,3.6596682348678673,0.7768575878438213
18535,0.0,0.8140703517587939,18.385951163565593,3.659426495070182,0.7768349213044443
18536,0.0,0.8201005025125627,18.385951163565593,3.659721435679953,0.7768118262679822
18537,0.0,0.8261306532663316,18.385951163565593,3.660521757648741,0.7767884602563206
18538,0.0,0.8321608040201005,18.385951163565593,3.6618243624973283,0.7767647654137393
