,Meta,c,a,N_ss,SS_pos,Cdk1_Period,Cdk1_Amplitude
307,0.0,0.01610738255033557,0.4957802599088621,1.0,0.0,0.0,0.0
308,0.0,0.01610738255033557,0.5666060113244138,1.0,0.0,0.0,0.0
309,0.0,0.01610738255033557,0.6374317627399655,1.0,0.0,0.0,0.0
310,0.0,0.01610738255033557,0.7082575141555172,1.0,0.0,0.0,0.0
311,0.0,0.01610738255033557,0.779083265571069,1.0,0.0,0.0,0.0
312,0.0,0.01610738255033557,0.8499090169866207,1.0,0.0,0.0,0.0
313,0.0,0.01610738255033557,0.9207347684021724,1.0,0.0,0.0,0.0
314,0.0,0.01610738255033557,0.9915605198177242,1.0,Bottom,0.0,0.0
315,0.0,0.01610738255033557,1.062386271233276,1.0,Bottom,0.0,0.0
316,0.0,0.01610738255033557,1.1332120226488276,1.0,Bottom,0.0,0.0
317,0.0,0.01610738255033557,1.2040377740643793,1.0,Bottom,0.0,0.0
318,0.0,0.01610738255033557,1.274863525479931,1.0,Bottom,0.0,0.0
319,0.0,0.01610738255033557,1.3456892768954827,1.0,Bottom,0.0,0.0
320,0.0,0.01610738255033557,1.4165150283110344,1.0,Bottom,0.0,0.0
321,0.0,0.01610738255033557,1.4873407797265863,1.0,Bottom,0.0,0.0
322,0.0,0.01610738255033557,1.558166531142138,1.0,Bottom,0.0,0.0
323,0.0,0.01610738255033557,1.6289922825576897,1.0,Bottom,0.0,0.0
324,0.0,0.01610738255033557,1.6998180339732414,1.0,Bottom,0.0,0.0
325,0.0,0.01610738255033557,1.770643785388793,1.0,Bottom,0.0,0.0
326,0.0,0.01610738255033557,1.8414695368043448,1.0,Bottom,0.0,0.0
327,0.0,0.01610738255033557,1.9122952882198965,1.0,Bottom,0.0,0.0
328,0.0,0.01610738255033557,1.9831210396354484,1.0,Bottom,0.0,0.0
329,0.0,0.01610738255033557,2.053946791051,1.0,Bottom,0.0,0.0
330,0.0,0.01610738255033557,2.124772542466552,1.0,Bottom,0.0,0.0
331,0.0,0.01610738255033557,2.1955982938821035,1.0,Bottom,0.0,0.0
332,0.0,0.01610738255033557,2.266424045297655,1.0,Bottom,0.0,0.0
333,0.0,0.01610738255033557,2.337249796713207,1.0,Bottom,0.0,0.0
334,0.0,0.01610738255033557,2.4080755481287586,1.0,Bottom,0.0,0.0
335,0.0,0.01610738255033557,2.4789012995443103,1.0,Bottom,0.0,0.0
336,0.0,0.01610738255033557,2.549727050959862,1.0,Bottom,0.0,0.0
337,0.0,0.01610738255033557,2.6205528023754137,1.0,Bottom,0.0,0.0
338,0.0,0.01610738255033557,2.6913785537909654,1.0,Bottom,0.0,0.0
339,0.0,0.01610738255033557,2.762204305206517,1.0,Bottom,0.0,0.0
340,0.0,0.01610738255033557,2.8330300566220687,1.0,Bottom,0.0,0.0
341,0.0,0.01610738255033557,2.903855808037621,1.0,Bottom,0.0,0.0
