,Meta,t_g1,delta_t_g1,Delay_M
0,n = 15,3022.0,0.0,1290.0
1,r = 0.5,3022.0,12.820512820512821,1300.0
2,a_apc = 5,3022.0,25.641025641025642,1310.0
3,a_cdk = 5,3022.0,38.46153846153847,1320.0
4,a_e2f = 5,3022.0,51.282051282051285,1330.0
5,deld = 0.05,3022.0,64.1025641025641,1341.0
6,delb = 0.05,3022.0,76.92307692307693,1351.0
7,eps_apc = 100,3022.0,89.74358974358975,1361.0
8,eps_cdk = 100,3022.0,102.56410256410257,1372.0
9,eps_e2f = 100,3022.0,115.38461538461539,1382.0
10,Kd = 120,3022.0,128.2051282051282,1393.0
11,Kb = 40,3022.0,141.02564102564102,1403.0
12,Kcdk = 20,3022.0,153.84615384615387,1414.0
13,dsyn = 0.15,3022.0,166.66666666666669,1425.0
14,ddeg = 0.009,3022.0,179.4871794871795,1436.0
15,bsyn = 0.03,3022.0,192.30769230769232,1446.0
16,bdeg = 0.003,3022.0,205.12820512820514,1457.0
17,tstart = 0,3022.0,217.94871794871796,1468.0
18,tend = 20000,3022.0,230.76923076923077,1479.0
19,dt_max = 10,3022.0,243.5897435897436,1490.0
20,0.0,3022.0,256.4102564102564,1502.0
21,0.0,3022.0,269.2307692307692,1513.0
22,0.0,3022.0,282.05128205128204,1524.0
23,0.0,3022.0,294.87179487179486,1535.0
24,0.0,3022.0,307.69230769230774,1547.0
25,0.0,3022.0,320.51282051282055,1558.0
26,0.0,3022.0,333.33333333333337,1569.0
27,0.0,3022.0,346.1538461538462,1581.0
28,0.0,3022.0,358.974358974359,1592.0
29,0.0,3022.0,371.7948717948718,1604.0
30,0.0,3022.0,384.61538461538464,1616.0
31,0.0,3022.0,397.43589743589746,1627.0
32,0.0,3022.0,410.2564102564103,1639.0
33,0.0,3022.0,423.0769230769231,1651.0
34,0.0,3022.0,435.8974358974359,1663.0
35,0.0,3022.0,448.71794871794873,1674.0
36,0.0,3022.0,461.53846153846155,1686.0
37,0.0,3022.0,474.35897435897436,1698.0
38,0.0,3022.0,487.1794871794872,1710.0
39,0.0,3022.0,500.0,1722.0
40,0.0,3036.2051282051284,0.0,1290.0
41,0.0,3036.2051282051284,12.820512820512821,1300.0
42,0.0,3036.2051282051284,25.641025641025642,1311.0
43,0.0,3036.2051282051284,38.46153846153847,1321.0
44,0.0,3036.2051282051284,51.282051282051285,1331.0
45,0.0,3036.2051282051284,64.1025641025641,1342.0
46,0.0,3036.2051282051284,76.92307692307693,1352.0
47,0.0,3036.2051282051284,89.74358974358975,1363.0
48,0.0,3036.2051282051284,102.56410256410257,1373.0
49,0.0,3036.2051282051284,115.38461538461539,1384.0
50,0.0,3036.2051282051284,128.2051282051282,1395.0
51,0.0,3036.2051282051284,141.02564102564102,1406.0
52,0.0,3036.2051282051284,153.84615384615387,1417.0
53,0.0,3036.2051282051284,166.66666666666669,1428.0
54,0.0,3036.2051282051284,179.4871794871795,1439.0
55,0.0,3036.2051282051284,192.30769230769232,1450.0
56,0.0,3036.2051282051284,205.12820512820514,1461.0
57,0.0,3036.2051282051284,217.94871794871796,1472.0
58,0.0,3036.2051282051284,230.76923076923077,1483.0
59,0.0,3036.2051282051284,243.5897435897436,1494.0
60,0.0,3036.2051282051284,256.4102564102564,1506.0
61,0.0,3036.2051282051284,269.2307692307692,1517.0
62,0.0,3036.2051282051284,282.05128205128204,1529.0
63,0.0,3036.2051282051284,294.87179487179486,1540.0
64,0.0,3036.2051282051284,307.69230769230774,1552.0
65,0.0,3036.2051282051284,320.51282051282055,1563.0
66,0.0,3036.2051282051284,333.33333333333337,1575.0
67,0.0,3036.2051282051284,346.1538461538462,1586.0
68,0.0,3036.2051282051284,358.974358974359,1598.0
69,0.0,3036.2051282051284,371.7948717948718,1610.0
70,0.0,3036.2051282051284,384.61538461538464,1621.0
71,0.0,3036.2051282051284,397.43589743589746,1633.0
72,0.0,3036.2051282051284,410.2564102564103,1645.0
73,0.0,3036.2051282051284,423.0769230769231,1657.0
74,0.0,3036.2051282051284,435.8974358974359,1669.0
75,0.0,3036.2051282051284,448.71794871794873,1681.0
76,0.0,3036.2051282051284,461.53846153846155,1693.0
77,0.0,3036.2051282051284,474.35897435897436,1705.0
78,0.0,3036.2051282051284,487.1794871794872,1717.0
79,0.0,3036.2051282051284,500.0,1729.0
80,0.0,3050.4102564102564,0.0,1290.0
81,0.0,3050.4102564102564,12.820512820512821,1301.0
82,0.0,3050.4102564102564,25.641025641025642,1311.0
83,0.0,3050.4102564102564,38.46153846153847,1322.0
84,0.0,3050.4102564102564,51.282051282051285,1332.0
85,0.0,3050.4102564102564,64.1025641025641,1343.0
86,0.0,3050.4102564102564,76.92307692307693,1354.0
87,0.0,3050.4102564102564,89.74358974358975,1364.0
88,0.0,3050.4102564102564,102.56410256410257,1375.0
89,0.0,3050.4102564102564,115.38461538461539,1386.0
90,0.0,3050.4102564102564,128.2051282051282,1397.0
91,0.0,3050.4102564102564,141.02564102564102,1408.0
92,0.0,3050.4102564102564,153.84615384615387,1419.0
93,0.0,3050.4102564102564,166.66666666666669,1431.0
94,0.0,3050.4102564102564,179.4871794871795,1442.0
95,0.0,3050.4102564102564,192.30769230769232,1453.0
96,0.0,3050.4102564102564,205.12820512820514,1464.0
97,0.0,3050.4102564102564,217.94871794871796,1476.0
98,0.0,3050.4102564102564,230.76923076923077,1487.0
99,0.0,3050.4102564102564,243.5897435897436,1498.0
100,0.0,3050.4102564102564,256.4102564102564,1510.0
101,0.0,3050.4102564102564,269.2307692307692,1521.0
102,0.0,3050.4102564102564,282.05128205128204,1533.0
103,0.0,3050.4102564102564,294.87179487179486,1545.0
104,0.0,3050.4102564102564,307.69230769230774,1556.0
105,0.0,3050.4102564102564,320.51282051282055,1568.0
106,0.0,3050.4102564102564,333.33333333333337,1580.0
107,0.0,3050.4102564102564,346.1538461538462,1592.0
108,0.0,3050.4102564102564,358.974358974359,1603.0
109,0.0,3050.4102564102564,371.7948717948718,1615.0
110,0.0,3050.4102564102564,384.61538461538464,1627.0
111,0.0,3050.4102564102564,397.43589743589746,1639.0
112,0.0,3050.4102564102564,410.2564102564103,1651.0
113,0.0,3050.4102564102564,423.0769230769231,1663.0
114,0.0,3050.4102564102564,435.8974358974359,1675.0
115,0.0,3050.4102564102564,448.71794871794873,1687.0
116,0.0,3050.4102564102564,461.53846153846155,1699.0
117,0.0,3050.4102564102564,474.35897435897436,1712.0
118,0.0,3050.4102564102564,487.1794871794872,1724.0
119,0.0,3050.4102564102564,500.0,1736.0
120,0.0,3064.6153846153848,0.0,1290.0
121,0.0,3064.6153846153848,12.820512820512821,1301.0
122,0.0,3064.6153846153848,25.641025641025642,1312.0
123,0.0,3064.6153846153848,38.46153846153847,1322.0
124,0.0,3064.6153846153848,51.282051282051285,1333.0
125,0.0,3064.6153846153848,64.1025641025641,1344.0
126,0.0,3064.6153846153848,76.92307692307693,1355.0
127,0.0,3064.6153846153848,89.74358974358975,1366.0
128,0.0,3064.6153846153848,102.56410256410257,1377.0
129,0.0,3064.6153846153848,115.38461538461539,1388.0
130,0.0,3064.6153846153848,128.2051282051282,1400.0
131,0.0,3064.6153846153848,141.02564102564102,1411.0
132,0.0,3064.6153846153848,153.84615384615387,1422.0
133,0.0,3064.6153846153848,166.66666666666669,1433.0
134,0.0,3064.6153846153848,179.4871794871795,1445.0
135,0.0,3064.6153846153848,192.30769230769232,1456.0
136,0.0,3064.6153846153848,205.12820512820514,1468.0
137,0.0,3064.6153846153848,217.94871794871796,1479.0
