,Meta,tau,a,Cdk1_Period,Cdk1_Amplitude
0,n = 15,0.0,0.0,0.0,0.0
1,r = 0.5,0.0,0.13949402477064785,0.0,0.0
2,c = 0.5,0.0,0.2789880495412957,0.0,0.0
3,eps = 100,0.0,0.4184820743119435,0.0,0.0
4,tstart = 0,0.0,0.5579760990825914,0.0,0.0
5,tend = 200,0.0,0.6974701238532393,0.0,0.0
6,dt = 0.01,0.0,0.836964148623887,0.0,0.0
7,0.0,0.0,0.9764581733945349,0.0,0.0
8,0.0,0.0,1.1159521981651828,0.3299999999999983,0.010357030165789649
9,0.0,0.0,1.2554462229358305,0.3499999999999943,0.021778998659677418
10,0.0,0.0,1.3949402477064785,0.37999999999999545,0.031095505526791523
11,0.0,0.0,1.5344342724771263,0.4200000000000017,0.04073708114245245
12,0.0,0.0,1.673928297247774,0.46999999999999886,0.0508679591274116
13,0.0,0.0,1.813422322018422,0.519999999999996,0.061369890011846895
14,0.0,0.0,1.9529163467890698,0.5699999999999932,0.07223113579600277
15,0.0,0.0,2.0924103715597178,0.6200000000000045,0.0833503096005439
16,0.0,0.0,2.2319043963303655,0.6799999999999926,0.09465054875315349
17,0.0,0.0,2.3713984211010133,0.7300000000000013,0.10619349163175612
18,0.0,0.0,2.510892445871661,0.789999999999992,0.11788569508280466
19,0.0,0.0,2.6503864706423093,0.8400000000000034,0.12967885484174851
20,0.0,0.0,2.789880495412957,0.9000000000000057,0.14162001710941807
21,0.0,0.0,2.929374520183605,0.9600000000000009,0.15367689935896228
22,0.0,0.0,3.0688685449542525,1.0199999999999996,0.16583784249017902
23,0.0,0.0,3.2083625697249003,1.0799999999999983,0.1780355315697203
24,0.0,0.0,3.347856594495548,1.1400000000000006,0.1903842605375925
25,0.0,0.0,3.4873506192661963,1.2000000000000028,0.20274037263836742
26,0.0,0.0,3.626844644036844,1.2600000000000051,0.21515762107809422
27,0.0,0.0,3.766338668807492,1.3299999999999983,0.22766501756348367
28,0.0,0.0,3.9058326935781396,1.3900000000000006,0.24010677793127555
29,0.0,0.0,4.045326718348788,1.450000000000017,0.2527586630283061
30,0.0,0.0,4.1848207431194355,1.5199999999999996,0.26533414378011727
31,0.0,0.0,4.324314767890083,1.5800000000000125,0.27802753154102133
32,0.0,0.0,4.463808792660731,1.6500000000000057,0.2907076108556262
33,0.0,0.0,4.603302817431379,1.7199999999999989,0.3033661081794856
34,0.0,0.0,4.742796842202027,1.789999999999992,0.3161479009936899
35,0.0,0.0,4.882290866972674,1.8599999999999994,0.3289218355163136
36,0.0,0.0,5.021784891743322,1.929999999999998,0.3416803106164282
37,0.0,0.0,5.16127891651397,2.0,0.3545434115724617
38,0.0,0.0,5.3007729412846185,2.0700000000000003,0.3674202119734522
39,0.0,0.0,5.440266966055266,2.140000000000015,0.38025594500414517
40,0.0,0.0,5.579760990825914,2.219999999999999,0.3931599932037293
41,0.0,0.0,5.719255015596562,2.299999999999997,0.4060364213250128
42,0.0,0.0,5.85874904036721,2.3799999999999955,0.4189329932018292
43,0.0,0.0,5.998243065137857,2.4599999999999937,0.4318809725387644
44,0.0,0.0,6.137737089908505,2.539999999999999,0.4448543141299242
45,0.0,0.0,6.277231114679153,2.6200000000000045,0.45778709906418213
46,0.0,0.0,6.416725139449801,2.710000000000001,0.47073493424030555
47,0.0,0.0,6.556219164220448,2.8000000000000007,0.4836694231097555
48,0.0,0.0,6.695713188991096,2.890000000000015,0.4967424686227365
49,0.0,0.0,6.835207213761745,2.990000000000002,0.5097276099068873
50,0.0,0.0,6.9747012385323925,3.0900000000000034,0.5227240664572786
51,0.0,0.0,7.11419526330304,3.1999999999999975,0.5357370177924612
52,0.0,0.0,7.253689288073688,3.3100000000000023,0.5487745902453496
53,0.0,0.0,7.393183312844336,3.4299999999999997,0.5617978071439372
54,0.0,0.0,7.532677337614984,3.5500000000000114,0.5748159018770193
55,0.0,0.0,7.672171362385631,3.6899999999999977,0.587830934176106
56,0.0,0.0,7.811665387156279,3.8400000000000034,0.6008351434330796
57,0.0,0.0,7.951159411926927,4.009999999999998,0.6138878634020379
