,Meta,c,tau,Cdk1_Period,Cdk1_Amplitude
341,0.0,0.03025210084033613,1.2424242424242424,0.0,0.0
342,0.0,0.03025210084033613,1.2727272727272727,0.0,0.0
343,0.0,0.03025210084033613,1.303030303030303,0.0,0.0
344,0.0,0.03025210084033613,1.3333333333333335,0.0,0.0
345,0.0,0.03025210084033613,1.3636363636363638,0.0,0.0
346,0.0,0.03025210084033613,1.393939393939394,0.0,0.0
347,0.0,0.03025210084033613,1.4242424242424243,0.0,0.0
348,0.0,0.03025210084033613,1.4545454545454546,0.0,0.0
349,0.0,0.03025210084033613,1.4848484848484849,0.0,0.0
350,0.0,0.03025210084033613,1.5151515151515151,0.0,0.0
351,0.0,0.03025210084033613,1.5454545454545454,0.0,0.0
352,0.0,0.03025210084033613,1.5757575757575757,0.0,0.0
353,0.0,0.03025210084033613,1.6060606060606062,0.0,0.0
354,0.0,0.03025210084033613,1.6363636363636365,0.0,0.0
355,0.0,0.03025210084033613,1.6666666666666667,0.0,0.0
356,0.0,0.03025210084033613,1.696969696969697,0.0,0.0
357,0.0,0.03025210084033613,1.7272727272727273,0.0,0.0
358,0.0,0.03025210084033613,1.7575757575757576,0.0,0.0
359,0.0,0.03025210084033613,1.7878787878787878,0.0,0.0
360,0.0,0.03025210084033613,1.8181818181818183,0.0,0.0
361,0.0,0.03025210084033613,1.8484848484848486,0.0,0.0
362,0.0,0.03025210084033613,1.878787878787879,0.0,0.0
363,0.0,0.03025210084033613,1.9090909090909092,0.0,0.0
364,0.0,0.03025210084033613,1.9393939393939394,0.0,0.0
365,0.0,0.03025210084033613,1.9696969696969697,0.0,0.0
366,0.0,0.03025210084033613,2.0,0.0,0.0
367,0.0,0.03025210084033613,2.0303030303030303,0.0,0.0
368,0.0,0.03025210084033613,2.0606060606060606,0.0,0.0
369,0.0,0.03025210084033613,2.090909090909091,0.0,0.0
370,0.0,0.03025210084033613,2.121212121212121,0.0,0.0
371,0.0,0.03025210084033613,2.1515151515151514,0.0,0.0
372,0.0,0.03025210084033613,2.1818181818181817,0.0,0.0
373,0.0,0.03025210084033613,2.2121212121212124,0.0,0.0
374,0.0,0.03025210084033613,2.2424242424242427,0.0,0.0
375,0.0,0.03025210084033613,2.272727272727273,0.0,0.0
376,0.0,0.03025210084033613,2.303030303030303,0.0,0.0
377,0.0,0.03025210084033613,2.3333333333333335,0.0,0.0
378,0.0,0.03025210084033613,2.3636363636363638,0.0,0.0
379,0.0,0.03025210084033613,2.393939393939394,0.0,0.0
380,0.0,0.03025210084033613,2.4242424242424243,0.0,0.0
381,0.0,0.03025210084033613,2.4545454545454546,0.0,0.0
382,0.0,0.03025210084033613,2.484848484848485,0.0,0.0
383,0.0,0.03025210084033613,2.515151515151515,0.0,0.0
