,Meta,bsyn,bdeg,Apc_Period_Module,Apc_Amplitude_Module,Apc_Period_MA,Apc_Amplitude_MA
332,0.0,0.3079710144927536,0.1253623188405797,0.0,0.0,0.0,0.0
333,0.0,0.3079710144927536,0.12681159420289856,0.0,0.0,0.0,0.0
334,0.0,0.3079710144927536,0.12826086956521737,0.0,0.0,0.0,0.0
335,0.0,0.3079710144927536,0.12971014492753624,0.0,0.0,0.0,0.0
336,0.0,0.3079710144927536,0.13115942028985506,0.0,0.0,0.0,0.0
337,0.0,0.3079710144927536,0.13260869565217392,0.0,0.0,0.0,0.0
338,0.0,0.3079710144927536,0.13405797101449274,0.0,0.0,0.0,0.0
339,0.0,0.3079710144927536,0.13550724637681158,0.0,0.0,0.0,0.0
340,0.0,0.3079710144927536,0.13695652173913042,0.0,0.0,0.0,0.0
341,0.0,0.3079710144927536,0.13840579710144926,0.0,0.0,0.0,0.0
342,0.0,0.3079710144927536,0.1398550724637681,0.0,0.0,0.0,0.0
343,0.0,0.3079710144927536,0.14130434782608695,0.0,0.0,0.0,0.0
344,0.0,0.3079710144927536,0.1427536231884058,0.0,0.0,0.0,0.0
345,0.0,0.3079710144927536,0.14420289855072463,0.0,0.0,0.0,0.0
