,Meta,bsyn,bdeg,Apc_Period_Module,Apc_Amplitude_Module,Apc_Period_MA,Apc_Amplitude_MA
1524,0.0,0.5543478260869565,0.12826086956521737,0.0,0.0,0.0,0.0
1525,0.0,0.5543478260869565,0.12971014492753624,0.0,0.0,0.0,0.0
1526,0.0,0.5543478260869565,0.13115942028985506,0.0,0.0,0.0,0.0
1527,0.0,0.5543478260869565,0.13260869565217392,0.0,0.0,0.0,0.0
1528,0.0,0.5543478260869565,0.13405797101449274,0.0,0.0,0.0,0.0
1529,0.0,0.5543478260869565,0.13550724637681158,0.0,0.0,0.0,0.0
1530,0.0,0.5543478260869565,0.13695652173913042,0.0,0.0,0.0,0.0
1531,0.0,0.5543478260869565,0.13840579710144926,0.0,0.0,0.0,0.0
1532,0.0,0.5543478260869565,0.1398550724637681,0.0,0.0,0.0,0.0
1533,0.0,0.5543478260869565,0.14130434782608695,0.0,0.0,0.0,0.0
1534,0.0,0.5543478260869565,0.1427536231884058,0.0,0.0,0.0,0.0
1535,0.0,0.5543478260869565,0.14420289855072463,0.0,0.0,0.0,0.0
1536,0.0,0.5543478260869565,0.14565217391304347,0.0,0.0,0.0,0.0
1537,0.0,0.5543478260869565,0.1471014492753623,0.0,0.0,0.0,0.0
1538,0.0,0.5543478260869565,0.14855072463768115,0.0,0.0,0.0,0.0
1539,0.0,0.5543478260869565,0.15,0.0,0.0,0.0,0.0
1540,0.0,0.568840579710145,0.05,0.0,0.0,0.0,0.0
1541,0.0,0.568840579710145,0.051449275362318844,0.0,0.0,0.0,0.0
1542,0.0,0.568840579710145,0.052898550724637686,0.0,0.0,0.0,0.0
1543,0.0,0.568840579710145,0.05434782608695653,0.0,0.0,0.0,0.0
1544,0.0,0.568840579710145,0.05579710144927536,85.00576723721244,0.5978146668818958,75.66958718167615,0.570620936913015
1545,0.0,0.568840579710145,0.0572463768115942,74.1682310458102,0.597825981387262,69.78055108109592,0.5712902515078975
1546,0.0,0.568840579710145,0.058695652173913045,69.76172329647349,0.5978343723745695,66.72965136984104,0.5716008274610809
1547,0.0,0.568840579710145,0.060144927536231886,68.11853613332676,0.597832123142318,65.10415132017374,0.5717104268711455
1548,0.0,0.568840579710145,0.06159420289855073,68.49573404893161,0.5978338463208871,64.48113364059242,0.5716949861474281
1549,0.0,0.568840579710145,0.06304347826086956,71.13298652852387,0.5978266338417779,64.75832652561623,0.5715228993626902
1550,0.0,0.568840579710145,0.0644927536231884,77.88726040976262,0.5978184477994041,66.09297688354872,0.5711764683402947
1551,0.0,0.568840579710145,0.06594202898550725,108.51081880683793,0.5978010743345981,69.30886697459835,0.5704823072673999
1552,0.0,0.568840579710145,0.06739130434782609,0.0,0.0,0.0,0.0
1553,0.0,0.568840579710145,0.06884057971014493,0.0,0.0,0.0,0.0
1554,0.0,0.568840579710145,0.07028985507246377,0.0,0.0,0.0,0.0
1555,0.0,0.568840579710145,0.07173913043478261,0.0,0.0,0.0,0.0
1556,0.0,0.568840579710145,0.07318840579710145,0.0,0.0,0.0,0.0
1557,0.0,0.568840579710145,0.0746376811594203,0.0,0.0,0.0,0.0
1558,0.0,0.568840579710145,0.07608695652173914,0.0,0.0,0.0,0.0
1559,0.0,0.568840579710145,0.07753623188405798,0.0,0.0,0.0,0.0
1560,0.0,0.568840579710145,0.07898550724637682,0.0,0.0,0.0,0.0
1561,0.0,0.568840579710145,0.08043478260869565,0.0,0.0,0.0,0.0
1562,0.0,0.568840579710145,0.0818840579710145,0.0,0.0,0.0,0.0
1563,0.0,0.568840579710145,0.08333333333333333,0.0,0.0,0.0,0.0
1564,0.0,0.568840579710145,0.08478260869565217,0.0,0.0,0.0,0.0
1565,0.0,0.568840579710145,0.08623188405797101,0.0,0.0,0.0,0.0
1566,0.0,0.568840579710145,0.08768115942028985,0.0,0.0,0.0,0.0
1567,0.0,0.568840579710145,0.0891304347826087,0.0,0.0,0.0,0.0
1568,0.0,0.568840579710145,0.09057971014492754,0.0,0.0,0.0,0.0
1569,0.0,0.568840579710145,0.09202898550724636,0.0,0.0,0.0,0.0
1570,0.0,0.568840579710145,0.0934782608695652,0.0,0.0,0.0,0.0
1571,0.0,0.568840579710145,0.09492753623188405,0.0,0.0,0.0,0.0
1572,0.0,0.568840579710145,0.09637681159420289,0.0,0.0,0.0,0.0
1573,0.0,0.568840579710145,0.09782608695652173,0.0,0.0,0.0,0.0
1574,0.0,0.568840579710145,0.09927536231884057,0.0,0.0,0.0,0.0
1575,0.0,0.568840579710145,0.10072463768115941,0.0,0.0,0.0,0.0
1576,0.0,0.568840579710145,0.10217391304347825,0.0,0.0,0.0,0.0
1577,0.0,0.568840579710145,0.1036231884057971,0.0,0.0,0.0,0.0
1578,0.0,0.568840579710145,0.10507246376811594,0.0,0.0,0.0,0.0
1579,0.0,0.568840579710145,0.10652173913043478,0.0,0.0,0.0,0.0
1580,0.0,0.568840579710145,0.10797101449275362,0.0,0.0,0.0,0.0
1581,0.0,0.568840579710145,0.10942028985507246,0.0,0.0,0.0,0.0
1582,0.0,0.568840579710145,0.1108695652173913,0.0,0.0,0.0,0.0
1583,0.0,0.568840579710145,0.11231884057971014,0.0,0.0,0.0,0.0
1584,0.0,0.568840579710145,0.11376811594202899,0.0,0.0,0.0,0.0
1585,0.0,0.568840579710145,0.11521739130434781,0.0,0.0,0.0,0.0
1586,0.0,0.568840579710145,0.11666666666666665,0.0,0.0,0.0,0.0
1587,0.0,0.568840579710145,0.1181159420289855,0.0,0.0,0.0,0.0
1588,0.0,0.568840579710145,0.11956521739130434,0.0,0.0,0.0,0.0
1589,0.0,0.568840579710145,0.12101449275362318,0.0,0.0,0.0,0.0
1590,0.0,0.568840579710145,0.12246376811594202,0.0,0.0,0.0,0.0
1591,0.0,0.568840579710145,0.12391304347826086,0.0,0.0,0.0,0.0
1592,0.0,0.568840579710145,0.1253623188405797,0.0,0.0,0.0,0.0
1593,0.0,0.568840579710145,0.12681159420289856,0.0,0.0,0.0,0.0
1594,0.0,0.568840579710145,0.12826086956521737,0.0,0.0,0.0,0.0
1595,0.0,0.568840579710145,0.12971014492753624,0.0,0.0,0.0,0.0
1596,0.0,0.568840579710145,0.13115942028985506,0.0,0.0,0.0,0.0
1597,0.0,0.568840579710145,0.13260869565217392,0.0,0.0,0.0,0.0
1598,0.0,0.568840579710145,0.13405797101449274,0.0,0.0,0.0,0.0
1599,0.0,0.568840579710145,0.13550724637681158,0.0,0.0,0.0,0.0
1600,0.0,0.568840579710145,0.13695652173913042,0.0,0.0,0.0,0.0
1601,0.0,0.568840579710145,0.13840579710144926,0.0,0.0,0.0,0.0
1602,0.0,0.568840579710145,0.1398550724637681,0.0,0.0,0.0,0.0
1603,0.0,0.568840579710145,0.14130434782608695,0.0,0.0,0.0,0.0
1604,0.0,0.568840579710145,0.1427536231884058,0.0,0.0,0.0,0.0
1605,0.0,0.568840579710145,0.14420289855072463,0.0,0.0,0.0,0.0
1606,0.0,0.568840579710145,0.14565217391304347,0.0,0.0,0.0,0.0
1607,0.0,0.568840579710145,0.1471014492753623,0.0,0.0,0.0,0.0
1608,0.0,0.568840579710145,0.14855072463768115,0.0,0.0,0.0,0.0
1609,0.0,0.568840579710145,0.15,0.0,0.0,0.0,0.0
1610,0.0,0.5833333333333333,0.05,0.0,0.0,0.0,0.0
1611,0.0,0.5833333333333333,0.051449275362318844,0.0,0.0,0.0,0.0
1612,0.0,0.5833333333333333,0.052898550724637686,0.0,0.0,0.0,0.0
1613,0.0,0.5833333333333333,0.05434782608695653,0.0,0.0,0.0,0.0
1614,0.0,0.5833333333333333,0.05579710144927536,0.0,0.0,0.0,0.0
1615,0.0,0.5833333333333333,0.0572463768115942,82.56592564591304,0.5978150055165343,73.81925092229142,0.5704449269233365
1616,0.0,0.5833333333333333,0.058695652173913045,72.36594395500845,0.5978252568206175,68.23760435103333,0.5711189403779549
1617,0.0,0.5833333333333333,0.060144927536231886,68.1143714053316,0.5978316940845348,65.30263898103962,0.5714229535061163
1618,0.0,0.5833333333333333,0.06159420289855073,66.46197103647893,0.5978350362671631,63.70773246108641,0.5715396554588686
1619,0.0,0.5833333333333333,0.06304347826086956,66.69116646204596,0.5978349953308963,63.056363537449215,0.5715265611134858
1620,0.0,0.5833333333333333,0.0644927536231884,68.95958716184778,0.5978323154975271,63.240450084468954,0.571369997178362
1621,0.0,0.5833333333333333,0.06594202898550725,74.6896243501389,0.5978180499634411,64.37381699421084,0.571044770371306
1622,0.0,0.5833333333333333,0.06739130434782609,94.14356500692986,0.5978078540276335,67.06598972467211,0.5704278860669247
1623,0.0,0.5833333333333333,0.06884057971014493,0.0,0.0,0.0,0.0
1624,0.0,0.5833333333333333,0.07028985507246377,0.0,0.0,0.0,0.0
1625,0.0,0.5833333333333333,0.07173913043478261,0.0,0.0,0.0,0.0
1626,0.0,0.5833333333333333,0.07318840579710145,0.0,0.0,0.0,0.0
1627,0.0,0.5833333333333333,0.0746376811594203,0.0,0.0,0.0,0.0
1628,0.0,0.5833333333333333,0.07608695652173914,0.0,0.0,0.0,0.0
1629,0.0,0.5833333333333333,0.07753623188405798,0.0,0.0,0.0,0.0
1630,0.0,0.5833333333333333,0.07898550724637682,0.0,0.0,0.0,0.0
1631,0.0,0.5833333333333333,0.08043478260869565,0.0,0.0,0.0,0.0
1632,0.0,0.5833333333333333,0.0818840579710145,0.0,0.0,0.0,0.0
1633,0.0,0.5833333333333333,0.08333333333333333,0.0,0.0,0.0,0.0
1634,0.0,0.5833333333333333,0.08478260869565217,0.0,0.0,0.0,0.0
1635,0.0,0.5833333333333333,0.08623188405797101,0.0,0.0,0.0,0.0
1636,0.0,0.5833333333333333,0.08768115942028985,0.0,0.0,0.0,0.0
1637,0.0,0.5833333333333333,0.0891304347826087,0.0,0.0,0.0,0.0
1638,0.0,0.5833333333333333,0.09057971014492754,0.0,0.0,0.0,0.0
1639,0.0,0.5833333333333333,0.09202898550724636,0.0,0.0,0.0,0.0
1640,0.0,0.5833333333333333,0.0934782608695652,0.0,0.0,0.0,0.0
1641,0.0,0.5833333333333333,0.09492753623188405,0.0,0.0,0.0,0.0
1642,0.0,0.5833333333333333,0.09637681159420289,0.0,0.0,0.0,0.0
1643,0.0,0.5833333333333333,0.09782608695652173,0.0,0.0,0.0,0.0
1644,0.0,0.5833333333333333,0.09927536231884057,0.0,0.0,0.0,0.0
1645,0.0,0.5833333333333333,0.10072463768115941,0.0,0.0,0.0,0.0
1646,0.0,0.5833333333333333,0.10217391304347825,0.0,0.0,0.0,0.0
1647,0.0,0.5833333333333333,0.1036231884057971,0.0,0.0,0.0,0.0
1648,0.0,0.5833333333333333,0.10507246376811594,0.0,0.0,0.0,0.0
1649,0.0,0.5833333333333333,0.10652173913043478,0.0,0.0,0.0,0.0
1650,0.0,0.5833333333333333,0.10797101449275362,0.0,0.0,0.0,0.0
1651,0.0,0.5833333333333333,0.10942028985507246,0.0,0.0,0.0,0.0
1652,0.0,0.5833333333333333,0.1108695652173913,0.0,0.0,0.0,0.0
1653,0.0,0.5833333333333333,0.11231884057971014,0.0,0.0,0.0,0.0
1654,0.0,0.5833333333333333,0.11376811594202899,0.0,0.0,0.0,0.0
1655,0.0,0.5833333333333333,0.11521739130434781,0.0,0.0,0.0,0.0
1656,0.0,0.5833333333333333,0.11666666666666665,0.0,0.0,0.0,0.0
1657,0.0,0.5833333333333333,0.1181159420289855,0.0,0.0,0.0,0.0
1658,0.0,0.5833333333333333,0.11956521739130434,0.0,0.0,0.0,0.0
1659,0.0,0.5833333333333333,0.12101449275362318,0.0,0.0,0.0,0.0
1660,0.0,0.5833333333333333,0.12246376811594202,0.0,0.0,0.0,0.0
1661,0.0,0.5833333333333333,0.12391304347826086,0.0,0.0,0.0,0.0
1662,0.0,0.5833333333333333,0.1253623188405797,0.0,0.0,0.0,0.0
1663,0.0,0.5833333333333333,0.12681159420289856,0.0,0.0,0.0,0.0
1664,0.0,0.5833333333333333,0.12826086956521737,0.0,0.0,0.0,0.0
1665,0.0,0.5833333333333333,0.12971014492753624,0.0,0.0,0.0,0.0
1666,0.0,0.5833333333333333,0.13115942028985506,0.0,0.0,0.0,0.0
1667,0.0,0.5833333333333333,0.13260869565217392,0.0,0.0,0.0,0.0
1668,0.0,0.5833333333333333,0.13405797101449274,0.0,0.0,0.0,0.0
1669,0.0,0.5833333333333333,0.13550724637681158,0.0,0.0,0.0,0.0
1670,0.0,0.5833333333333333,0.13695652173913042,0.0,0.0,0.0,0.0
1671,0.0,0.5833333333333333,0.13840579710144926,0.0,0.0,0.0,0.0
1672,0.0,0.5833333333333333,0.1398550724637681,0.0,0.0,0.0,0.0
1673,0.0,0.5833333333333333,0.14130434782608695,0.0,0.0,0.0,0.0
1674,0.0,0.5833333333333333,0.1427536231884058,0.0,0.0,0.0,0.0
1675,0.0,0.5833333333333333,0.14420289855072463,0.0,0.0,0.0,0.0
1676,0.0,0.5833333333333333,0.14565217391304347,0.0,0.0,0.0,0.0
1677,0.0,0.5833333333333333,0.1471014492753623,0.0,0.0,0.0,0.0
1678,0.0,0.5833333333333333,0.14855072463768115,0.0,0.0,0.0,0.0
1679,0.0,0.5833333333333333,0.15,0.0,0.0,0.0,0.0
1680,0.0,0.5978260869565217,0.05,0.0,0.0,0.0,0.0
1681,0.0,0.5978260869565217,0.051449275362318844,0.0,0.0,0.0,0.0
1682,0.0,0.5978260869565217,0.052898550724637686,0.0,0.0,0.0,0.0
1683,0.0,0.5978260869565217,0.05434782608695653,0.0,0.0,0.0,0.0
1684,0.0,0.5978260869565217,0.05579710144927536,0.0,0.0,0.0,0.0
1685,0.0,0.5978260869565217,0.0572463768115942,0.0,0.0,0.0,0.0
1686,0.0,0.5978260869565217,0.058695652173913045,80.26810424845024,0.5978153770194721,72.07266950092952,0.570287285578696
1687,0.0,0.5978260869565217,0.060144927536231886,70.64745348717064,0.5978254705856716,66.7709306951072,0.5709347282690956
1688,0.0,0.5978260869565217,0.06159420289855073,66.54499280607685,0.5978328447675362,63.94014561490167,0.5712504582668719
1689,0.0,0.5978260869565217,0.06304347826086956,64.88942370407038,0.5978371772962743,62.37650934378394,0.5713735043968334
1690,0.0,0.5978260869565217,0.0644927536231884,64.99173994243053,0.5978341723906003,61.69942916764589,0.571362084517719
1691,0.0,0.5978260869565217,0.06594202898550725,66.94537052860946,0.5978313611522779,61.804116934537305,0.5712164479709716
1692,0.0,0.5978260869565217,0.06739130434782609,71.8543318459744,0.5978212212156803,62.76993840988058,0.5709123474331301
1693,0.0,0.5978260869565217,0.06884057971014493,86.15329604961592,0.5978080362071143,65.0516788873248,0.5703612978456684
1694,0.0,0.5978260869565217,0.07028985507246377,0.0,0.0,0.0,0.0
1695,0.0,0.5978260869565217,0.07173913043478261,0.0,0.0,0.0,0.0
1696,0.0,0.5978260869565217,0.07318840579710145,0.0,0.0,0.0,0.0
1697,0.0,0.5978260869565217,0.0746376811594203,0.0,0.0,0.0,0.0
1698,0.0,0.5978260869565217,0.07608695652173914,0.0,0.0,0.0,0.0
1699,0.0,0.5978260869565217,0.07753623188405798,0.0,0.0,0.0,0.0
1700,0.0,0.5978260869565217,0.07898550724637682,0.0,0.0,0.0,0.0
1701,0.0,0.5978260869565217,0.08043478260869565,0.0,0.0,0.0,0.0
1702,0.0,0.5978260869565217,0.0818840579710145,0.0,0.0,0.0,0.0
1703,0.0,0.5978260869565217,0.08333333333333333,0.0,0.0,0.0,0.0
1704,0.0,0.5978260869565217,0.08478260869565217,0.0,0.0,0.0,0.0
1705,0.0,0.5978260869565217,0.08623188405797101,0.0,0.0,0.0,0.0
1706,0.0,0.5978260869565217,0.08768115942028985,0.0,0.0,0.0,0.0
1707,0.0,0.5978260869565217,0.0891304347826087,0.0,0.0,0.0,0.0
1708,0.0,0.5978260869565217,0.09057971014492754,0.0,0.0,0.0,0.0
1709,0.0,0.5978260869565217,0.09202898550724636,0.0,0.0,0.0,0.0
1710,0.0,0.5978260869565217,0.0934782608695652,0.0,0.0,0.0,0.0
1711,0.0,0.5978260869565217,0.09492753623188405,0.0,0.0,0.0,0.0
1712,0.0,0.5978260869565217,0.09637681159420289,0.0,0.0,0.0,0.0
1713,0.0,0.5978260869565217,0.09782608695652173,0.0,0.0,0.0,0.0
1714,0.0,0.5978260869565217,0.09927536231884057,0.0,0.0,0.0,0.0
1715,0.0,0.5978260869565217,0.10072463768115941,0.0,0.0,0.0,0.0
1716,0.0,0.5978260869565217,0.10217391304347825,0.0,0.0,0.0,0.0
1717,0.0,0.5978260869565217,0.1036231884057971,0.0,0.0,0.0,0.0
1718,0.0,0.5978260869565217,0.10507246376811594,0.0,0.0,0.0,0.0
1719,0.0,0.5978260869565217,0.10652173913043478,0.0,0.0,0.0,0.0
1720,0.0,0.5978260869565217,0.10797101449275362,0.0,0.0,0.0,0.0
1721,0.0,0.5978260869565217,0.10942028985507246,0.0,0.0,0.0,0.0
1722,0.0,0.5978260869565217,0.1108695652173913,0.0,0.0,0.0,0.0
1723,0.0,0.5978260869565217,0.11231884057971014,0.0,0.0,0.0,0.0
1724,0.0,0.5978260869565217,0.11376811594202899,0.0,0.0,0.0,0.0
1725,0.0,0.5978260869565217,0.11521739130434781,0.0,0.0,0.0,0.0
1726,0.0,0.5978260869565217,0.11666666666666665,0.0,0.0,0.0,0.0
1727,0.0,0.5978260869565217,0.1181159420289855,0.0,0.0,0.0,0.0
1728,0.0,0.5978260869565217,0.11956521739130434,0.0,0.0,0.0,0.0
1729,0.0,0.5978260869565217,0.12101449275362318,0.0,0.0,0.0,0.0
1730,0.0,0.5978260869565217,0.12246376811594202,0.0,0.0,0.0,0.0
1731,0.0,0.5978260869565217,0.12391304347826086,0.0,0.0,0.0,0.0
1732,0.0,0.5978260869565217,0.1253623188405797,0.0,0.0,0.0,0.0
1733,0.0,0.5978260869565217,0.12681159420289856,0.0,0.0,0.0,0.0
1734,0.0,0.5978260869565217,0.12826086956521737,0.0,0.0,0.0,0.0
1735,0.0,0.5978260869565217,0.12971014492753624,0.0,0.0,0.0,0.0
1736,0.0,0.5978260869565217,0.13115942028985506,0.0,0.0,0.0,0.0
1737,0.0,0.5978260869565217,0.13260869565217392,0.0,0.0,0.0,0.0
1738,0.0,0.5978260869565217,0.13405797101449274,0.0,0.0,0.0,0.0
1739,0.0,0.5978260869565217,0.13550724637681158,0.0,0.0,0.0,0.0
1740,0.0,0.5978260869565217,0.13695652173913042,0.0,0.0,0.0,0.0
1741,0.0,0.5978260869565217,0.13840579710144926,0.0,0.0,0.0,0.0
1742,0.0,0.5978260869565217,0.1398550724637681,0.0,0.0,0.0,0.0
1743,0.0,0.5978260869565217,0.14130434782608695,0.0,0.0,0.0,0.0
1744,0.0,0.5978260869565217,0.1427536231884058,0.0,0.0,0.0,0.0
1745,0.0,0.5978260869565217,0.14420289855072463,0.0,0.0,0.0,0.0
1746,0.0,0.5978260869565217,0.14565217391304347,0.0,0.0,0.0,0.0
1747,0.0,0.5978260869565217,0.1471014492753623,0.0,0.0,0.0,0.0
1748,0.0,0.5978260869565217,0.14855072463768115,0.0,0.0,0.0,0.0
1749,0.0,0.5978260869565217,0.15,0.0,0.0,0.0,0.0
1750,0.0,0.6123188405797102,0.05,0.0,0.0,0.0,0.0
1751,0.0,0.6123188405797102,0.051449275362318844,0.0,0.0,0.0,0.0
1752,0.0,0.6123188405797102,0.052898550724637686,0.0,0.0,0.0,0.0
1753,0.0,0.6123188405797102,0.05434782608695653,0.0,0.0,0.0,0.0
1754,0.0,0.6123188405797102,0.05579710144927536,0.0,0.0,0.0,0.0
1755,0.0,0.6123188405797102,0.0572463768115942,0.0,0.0,0.0,0.0
1756,0.0,0.6123188405797102,0.058695652173913045,0.0,0.0,0.0,0.0
1757,0.0,0.6123188405797102,0.060144927536231886,78.09912595397097,0.5978141999280866,70.41193878604645,0.570118901518855
1758,0.0,0.6123188405797102,0.06159420289855073,69.01019322606354,0.597825293866272,65.37205630131389,0.5707636923676919
1759,0.0,0.6123188405797102,0.06304347826086956,65.04810883524375,0.5978334566244965,62.64228679288948,0.5710577776707135
1760,0.0,0.6123188405797102,0.0644927536231884,63.39478482614774,0.5978330353762821,61.107160529484645,0.5712028889279268
1761,0.0,0.6123188405797102,0.06594202898550725,63.38696008536606,0.597839098965584,60.40853855382761,0.5711948209328749
1762,0.0,0.6123188405797102,0.06739130434782609,65.0669379653728,0.5978309874847638,60.443825467720615,0.5710586159421046
1763,0.0,0.6123188405797102,0.06884057971014493,69.30820610895775,0.597827179780013,61.265730177961245,0.5707731699260673
1764,0.0,0.6123188405797102,0.07028985507246377,80.48987340425838,0.5978120893469666,63.22100194982829,0.570264767806431
1765,0.0,0.6123188405797102,0.07173913043478261,0.0,0.0,68.56709442038817,0.5689689806119594
1766,0.0,0.6123188405797102,0.07318840579710145,0.0,0.0,0.0,0.0
1767,0.0,0.6123188405797102,0.0746376811594203,0.0,0.0,0.0,0.0
1768,0.0,0.6123188405797102,0.07608695652173914,0.0,0.0,0.0,0.0
1769,0.0,0.6123188405797102,0.07753623188405798,0.0,0.0,0.0,0.0
1770,0.0,0.6123188405797102,0.07898550724637682,0.0,0.0,0.0,0.0
1771,0.0,0.6123188405797102,0.08043478260869565,0.0,0.0,0.0,0.0
1772,0.0,0.6123188405797102,0.0818840579710145,0.0,0.0,0.0,0.0
1773,0.0,0.6123188405797102,0.08333333333333333,0.0,0.0,0.0,0.0
1774,0.0,0.6123188405797102,0.08478260869565217,0.0,0.0,0.0,0.0
1775,0.0,0.6123188405797102,0.08623188405797101,0.0,0.0,0.0,0.0
1776,0.0,0.6123188405797102,0.08768115942028985,0.0,0.0,0.0,0.0
1777,0.0,0.6123188405797102,0.0891304347826087,0.0,0.0,0.0,0.0
1778,0.0,0.6123188405797102,0.09057971014492754,0.0,0.0,0.0,0.0
1779,0.0,0.6123188405797102,0.09202898550724636,0.0,0.0,0.0,0.0
1780,0.0,0.6123188405797102,0.0934782608695652,0.0,0.0,0.0,0.0
1781,0.0,0.6123188405797102,0.09492753623188405,0.0,0.0,0.0,0.0
1782,0.0,0.6123188405797102,0.09637681159420289,0.0,0.0,0.0,0.0
1783,0.0,0.6123188405797102,0.09782608695652173,0.0,0.0,0.0,0.0
1784,0.0,0.6123188405797102,0.09927536231884057,0.0,0.0,0.0,0.0
1785,0.0,0.6123188405797102,0.10072463768115941,0.0,0.0,0.0,0.0
1786,0.0,0.6123188405797102,0.10217391304347825,0.0,0.0,0.0,0.0
1787,0.0,0.6123188405797102,0.1036231884057971,0.0,0.0,0.0,0.0
1788,0.0,0.6123188405797102,0.10507246376811594,0.0,0.0,0.0,0.0
1789,0.0,0.6123188405797102,0.10652173913043478,0.0,0.0,0.0,0.0
1790,0.0,0.6123188405797102,0.10797101449275362,0.0,0.0,0.0,0.0
1791,0.0,0.6123188405797102,0.10942028985507246,0.0,0.0,0.0,0.0
1792,0.0,0.6123188405797102,0.1108695652173913,0.0,0.0,0.0,0.0
1793,0.0,0.6123188405797102,0.11231884057971014,0.0,0.0,0.0,0.0
1794,0.0,0.6123188405797102,0.11376811594202899,0.0,0.0,0.0,0.0
1795,0.0,0.6123188405797102,0.11521739130434781,0.0,0.0,0.0,0.0
1796,0.0,0.6123188405797102,0.11666666666666665,0.0,0.0,0.0,0.0
1797,0.0,0.6123188405797102,0.1181159420289855,0.0,0.0,0.0,0.0
1798,0.0,0.6123188405797102,0.11956521739130434,0.0,0.0,0.0,0.0
1799,0.0,0.6123188405797102,0.12101449275362318,0.0,0.0,0.0,0.0
1800,0.0,0.6123188405797102,0.12246376811594202,0.0,0.0,0.0,0.0
1801,0.0,0.6123188405797102,0.12391304347826086,0.0,0.0,0.0,0.0
1802,0.0,0.6123188405797102,0.1253623188405797,0.0,0.0,0.0,0.0
1803,0.0,0.6123188405797102,0.12681159420289856,0.0,0.0,0.0,0.0
1804,0.0,0.6123188405797102,0.12826086956521737,0.0,0.0,0.0,0.0
1805,0.0,0.6123188405797102,0.12971014492753624,0.0,0.0,0.0,0.0
1806,0.0,0.6123188405797102,0.13115942028985506,0.0,0.0,0.0,0.0
1807,0.0,0.6123188405797102,0.13260869565217392,0.0,0.0,0.0,0.0
1808,0.0,0.6123188405797102,0.13405797101449274,0.0,0.0,0.0,0.0
1809,0.0,0.6123188405797102,0.13550724637681158,0.0,0.0,0.0,0.0
1810,0.0,0.6123188405797102,0.13695652173913042,0.0,0.0,0.0,0.0
1811,0.0,0.6123188405797102,0.13840579710144926,0.0,0.0,0.0,0.0
1812,0.0,0.6123188405797102,0.1398550724637681,0.0,0.0,0.0,0.0
1813,0.0,0.6123188405797102,0.14130434782608695,0.0,0.0,0.0,0.0
1814,0.0,0.6123188405797102,0.1427536231884058,0.0,0.0,0.0,0.0
1815,0.0,0.6123188405797102,0.14420289855072463,0.0,0.0,0.0,0.0
1816,0.0,0.6123188405797102,0.14565217391304347,0.0,0.0,0.0,0.0
1817,0.0,0.6123188405797102,0.1471014492753623,0.0,0.0,0.0,0.0
1818,0.0,0.6123188405797102,0.14855072463768115,0.0,0.0,0.0,0.0
1819,0.0,0.6123188405797102,0.15,0.0,0.0,0.0,0.0
1820,0.0,0.6268115942028986,0.05,0.0,0.0,0.0,0.0
1821,0.0,0.6268115942028986,0.051449275362318844,0.0,0.0,0.0,0.0
1822,0.0,0.6268115942028986,0.052898550724637686,0.0,0.0,0.0,0.0
1823,0.0,0.6268115942028986,0.05434782608695653,0.0,0.0,0.0,0.0
1824,0.0,0.6268115942028986,0.05579710144927536,0.0,0.0,0.0,0.0
1825,0.0,0.6268115942028986,0.0572463768115942,0.0,0.0,0.0,0.0
1826,0.0,0.6268115942028986,0.058695652173913045,0.0,0.0,0.0,0.0
1827,0.0,0.6268115942028986,0.060144927536231886,0.0,0.0,0.0,0.0
1828,0.0,0.6268115942028986,0.06159420289855073,76.04853419936201,0.5978145022412797,68.83362411146103,0.5699427787196707
1829,0.0,0.6268115942028986,0.06304347826086956,67.44584734465604,0.5978272458840359,64.03551252818102,0.5705845021331187
1830,0.0,0.6268115942028986,0.0644927536231884,63.618768819716394,0.5978331734862826,61.40007215703241,0.5708998768576813
1831,0.0,0.6268115942028986,0.06594202898550725,61.97087649255053,0.5978362098602608,59.8953275440885,0.5710258284420016
1832,0.0,0.6268115942028986,0.06739130434782609,61.868143837575154,0.5978330759108179,59.185176691092636,0.5710301154946962
1833,0.0,0.6268115942028986,0.06884057971014493,63.31574863444166,0.5978326995499356,59.15731496520533,0.5709019550043819
1834,0.0,0.6268115942028986,0.07028985507246377,66.99892365695376,0.5978242620747853,59.85452164662087,0.570646270533387
1835,0.0,0.6268115942028986,0.07173913043478261,76.0641119576159,0.597813755182535,61.542901803379436,0.5701742690958673
1836,0.0,0.6268115942028986,0.07318840579710145,0.0,0.0,65.58815735317677,0.5691716422793355
1837,0.0,0.6268115942028986,0.0746376811594203,0.0,0.0,0.0,0.0
1838,0.0,0.6268115942028986,0.07608695652173914,0.0,0.0,0.0,0.0
1839,0.0,0.6268115942028986,0.07753623188405798,0.0,0.0,0.0,0.0
1840,0.0,0.6268115942028986,0.07898550724637682,0.0,0.0,0.0,0.0
1841,0.0,0.6268115942028986,0.08043478260869565,0.0,0.0,0.0,0.0
1842,0.0,0.6268115942028986,0.0818840579710145,0.0,0.0,0.0,0.0
1843,0.0,0.6268115942028986,0.08333333333333333,0.0,0.0,0.0,0.0
1844,0.0,0.6268115942028986,0.08478260869565217,0.0,0.0,0.0,0.0
1845,0.0,0.6268115942028986,0.08623188405797101,0.0,0.0,0.0,0.0
1846,0.0,0.6268115942028986,0.08768115942028985,0.0,0.0,0.0,0.0
1847,0.0,0.6268115942028986,0.0891304347826087,0.0,0.0,0.0,0.0
1848,0.0,0.6268115942028986,0.09057971014492754,0.0,0.0,0.0,0.0
