,Meta,Omega,A_a,subcycles_osc,p/q,Locking
77,0.0,0.001489594420148077,7.555555555555555,0.0,0.0,0.0
78,0.0,0.001489594420148077,7.777777777777778,0.0,0.0,0.0
79,0.0,0.001489594420148077,8.0,0.0,0.0,0.0
80,0.0,0.0015118271726876006,6.0,0.0,0.0,0.0
81,0.0,0.0015118271726876006,6.222222222222222,0.0,0.0,0.0
82,0.0,0.0015118271726876006,6.444444444444445,0.0,0.0,0.0
83,0.0,0.0015118271726876006,6.666666666666667,0.0,0.0,0.0
84,0.0,0.0015118271726876006,6.888888888888889,0.0,0.0,0.0
85,0.0,0.0015118271726876006,7.111111111111111,0.0,0.0,0.0
86,0.0,0.0015118271726876006,7.333333333333333,0.0,0.0,0.0
87,0.0,0.0015118271726876006,7.555555555555555,0.0,0.0,0.0
88,0.0,0.0015118271726876006,7.777777777777778,0.0,0.0,0.0
89,0.0,0.0015118271726876006,8.0,0.0,0.0,0.0
90,0.0,0.0015340599252271242,6.0,0.0,0.0,0.0
91,0.0,0.0015340599252271242,6.222222222222222,0.0,0.0,0.0
92,0.0,0.0015340599252271242,6.444444444444445,0.0,0.0,0.0
93,0.0,0.0015340599252271242,6.666666666666667,0.0,0.0,0.0
94,0.0,0.0015340599252271242,6.888888888888889,0.0,0.0,0.0
95,0.0,0.0015340599252271242,7.111111111111111,0.0,0.0,0.0
96,0.0,0.0015340599252271242,7.333333333333333,0.0,0.0,0.0
97,0.0,0.0015340599252271242,7.555555555555555,0.0,0.0,0.0
98,0.0,0.0015340599252271242,7.777777777777778,0.0,0.0,0.0
99,0.0,0.0015340599252271242,8.0,0.0,0.0,0.0
100,0.0,0.0015562926777666478,6.0,0.0,0.0,0.0
101,0.0,0.0015562926777666478,6.222222222222222,0.0,0.0,0.0
102,0.0,0.0015562926777666478,6.444444444444445,0.0,0.0,0.0
103,0.0,0.0015562926777666478,6.666666666666667,0.0,0.0,0.0
104,0.0,0.0015562926777666478,6.888888888888889,0.0,0.0,0.0
105,0.0,0.0015562926777666478,7.111111111111111,0.0,0.0,0.0
106,0.0,0.0015562926777666478,7.333333333333333,0.0,0.0,0.0
107,0.0,0.0015562926777666478,7.555555555555555,0.0,0.0,0.0
108,0.0,0.0015562926777666478,7.777777777777778,0.0,0.0,0.0
109,0.0,0.0015562926777666478,8.0,1.0,1/1,1.0
110,0.0,0.0015785254303061712,6.0,0.0,0.0,0.0
111,0.0,0.0015785254303061712,6.222222222222222,0.0,0.0,0.0
112,0.0,0.0015785254303061712,6.444444444444445,0.0,0.0,0.0
113,0.0,0.0015785254303061712,6.666666666666667,0.0,0.0,0.0
114,0.0,0.0015785254303061712,6.888888888888889,0.0,0.0,0.0
115,0.0,0.0015785254303061712,7.111111111111111,0.0,0.0,0.0
116,0.0,0.0015785254303061712,7.333333333333333,0.0,0.0,0.0
117,0.0,0.0015785254303061712,7.555555555555555,0.0,0.0,0.0
118,0.0,0.0015785254303061712,7.777777777777778,1.0,1/1,1.0
119,0.0,0.0015785254303061712,8.0,1.0,1/1,1.0
120,0.0,0.0016007581828456948,6.0,0.0,0.0,0.0
121,0.0,0.0016007581828456948,6.222222222222222,0.0,0.0,0.0
122,0.0,0.0016007581828456948,6.444444444444445,0.0,0.0,0.0
123,0.0,0.0016007581828456948,6.666666666666667,0.0,0.0,0.0
124,0.0,0.0016007581828456948,6.888888888888889,0.0,0.0,0.0
125,0.0,0.0016007581828456948,7.111111111111111,0.0,0.0,0.0
126,0.0,0.0016007581828456948,7.333333333333333,0.0,0.0,0.0
127,0.0,0.0016007581828456948,7.555555555555555,1.0,1/1,1.0
128,0.0,0.0016007581828456948,7.777777777777778,1.0,1/1,1.0
129,0.0,0.0016007581828456948,8.0,1.0,1/1,1.0
130,0.0,0.0016229909353852184,6.0,0.0,0.0,0.0
131,0.0,0.0016229909353852184,6.222222222222222,0.0,0.0,0.0
132,0.0,0.0016229909353852184,6.444444444444445,0.0,0.0,0.0
133,0.0,0.0016229909353852184,6.666666666666667,0.0,0.0,0.0
134,0.0,0.0016229909353852184,6.888888888888889,0.0,0.0,0.0
135,0.0,0.0016229909353852184,7.111111111111111,0.0,0.0,0.0
136,0.0,0.0016229909353852184,7.333333333333333,1.0,1/1,1.0
137,0.0,0.0016229909353852184,7.555555555555555,1.0,1/1,1.0
138,0.0,0.0016229909353852184,7.777777777777778,1.0,1/1,1.0
139,0.0,0.0016229909353852184,8.0,1.0,1/1,1.0
140,0.0,0.001645223687924742,6.0,0.0,0.0,0.0
141,0.0,0.001645223687924742,6.222222222222222,0.0,0.0,0.0
142,0.0,0.001645223687924742,6.444444444444445,0.0,0.0,0.0
143,0.0,0.001645223687924742,6.666666666666667,0.0,0.0,0.0
144,0.0,0.001645223687924742,6.888888888888889,0.0,0.0,0.0
145,0.0,0.001645223687924742,7.111111111111111,1.0,1/1,1.0
146,0.0,0.001645223687924742,7.333333333333333,1.0,1/1,1.0
147,0.0,0.001645223687924742,7.555555555555555,1.0,1/1,1.0
148,0.0,0.001645223687924742,7.777777777777778,1.0,1/1,1.0
149,0.0,0.001645223687924742,8.0,1.0,1/1,1.0
150,0.0,0.0016674564404642656,6.0,0.0,0.0,0.0
151,0.0,0.0016674564404642656,6.222222222222222,0.0,0.0,0.0
152,0.0,0.0016674564404642656,6.444444444444445,0.0,0.0,0.0
153,0.0,0.0016674564404642656,6.666666666666667,0.0,0.0,0.0
154,0.0,0.0016674564404642656,6.888888888888889,1.0,1/1,1.0
155,0.0,0.0016674564404642656,7.111111111111111,1.0,1/1,1.0
156,0.0,0.0016674564404642656,7.333333333333333,1.0,1/1,1.0
157,0.0,0.0016674564404642656,7.555555555555555,1.0,1/1,1.0
158,0.0,0.0016674564404642656,7.777777777777778,1.0,1/1,1.0
159,0.0,0.0016674564404642656,8.0,1.0,1/1,1.0
160,0.0,0.001689689193003789,6.0,0.0,0.0,0.0
161,0.0,0.001689689193003789,6.222222222222222,0.0,0.0,0.0
162,0.0,0.001689689193003789,6.444444444444445,0.0,0.0,0.0
163,0.0,0.001689689193003789,6.666666666666667,1.0,1/1,1.0
164,0.0,0.001689689193003789,6.888888888888889,1.0,1/1,1.0
165,0.0,0.001689689193003789,7.111111111111111,1.0,1/1,1.0
166,0.0,0.001689689193003789,7.333333333333333,1.0,1/1,1.0
167,0.0,0.001689689193003789,7.555555555555555,1.0,1/1,1.0
168,0.0,0.001689689193003789,7.777777777777778,1.0,1/1,1.0
169,0.0,0.001689689193003789,8.0,1.0,1/1,1.0
170,0.0,0.0017119219455433126,6.0,0.0,0.0,0.0
171,0.0,0.0017119219455433126,6.222222222222222,0.0,0.0,0.0
172,0.0,0.0017119219455433126,6.444444444444445,1.0,1/1,1.0
173,0.0,0.0017119219455433126,6.666666666666667,1.0,1/1,1.0
174,0.0,0.0017119219455433126,6.888888888888889,1.0,1/1,1.0
175,0.0,0.0017119219455433126,7.111111111111111,1.0,1/1,1.0
176,0.0,0.0017119219455433126,7.333333333333333,1.0,1/1,1.0
177,0.0,0.0017119219455433126,7.555555555555555,1.0,1/1,1.0
178,0.0,0.0017119219455433126,7.777777777777778,1.0,1/1,1.0
179,0.0,0.0017119219455433126,8.0,1.0,1/1,1.0
180,0.0,0.0017341546980828362,6.0,0.0,0.0,0.0
181,0.0,0.0017341546980828362,6.222222222222222,1.0,1/1,1.0
182,0.0,0.0017341546980828362,6.444444444444445,1.0,1/1,1.0
183,0.0,0.0017341546980828362,6.666666666666667,1.0,1/1,1.0
184,0.0,0.0017341546980828362,6.888888888888889,1.0,1/1,1.0
185,0.0,0.0017341546980828362,7.111111111111111,1.0,1/1,1.0
186,0.0,0.0017341546980828362,7.333333333333333,1.0,1/1,1.0
187,0.0,0.0017341546980828362,7.555555555555555,1.0,1/1,1.0
188,0.0,0.0017341546980828362,7.777777777777778,1.0,1/1,1.0
189,0.0,0.0017341546980828362,8.0,1.0,1/1,1.0
190,0.0,0.0017563874506223598,6.0,1.0,1/1,1.0
191,0.0,0.0017563874506223598,6.222222222222222,1.0,1/1,1.0
192,0.0,0.0017563874506223598,6.444444444444445,1.0,1/1,1.0
193,0.0,0.0017563874506223598,6.666666666666667,1.0,1/1,1.0
194,0.0,0.0017563874506223598,6.888888888888889,1.0,1/1,1.0
195,0.0,0.0017563874506223598,7.111111111111111,1.0,1/1,1.0
196,0.0,0.0017563874506223598,7.333333333333333,1.0,1/1,1.0
197,0.0,0.0017563874506223598,7.555555555555555,1.0,1/1,1.0
198,0.0,0.0017563874506223598,7.777777777777778,1.0,1/1,1.0
199,0.0,0.0017563874506223598,8.0,1.0,1/1,1.0
200,0.0,0.0017786202031618834,6.0,1.0,1/1,1.0
201,0.0,0.0017786202031618834,6.222222222222222,1.0,1/1,1.0
202,0.0,0.0017786202031618834,6.444444444444445,1.0,1/1,1.0
203,0.0,0.0017786202031618834,6.666666666666667,1.0,1/1,1.0
204,0.0,0.0017786202031618834,6.888888888888889,1.0,1/1,1.0
205,0.0,0.0017786202031618834,7.111111111111111,1.0,1/1,1.0
206,0.0,0.0017786202031618834,7.333333333333333,1.0,1/1,1.0
207,0.0,0.0017786202031618834,7.555555555555555,1.0,1/1,1.0
208,0.0,0.0017786202031618834,7.777777777777778,1.0,1/1,1.0
209,0.0,0.0017786202031618834,8.0,1.0,1/1,1.0
210,0.0,0.0018008529557014068,6.0,1.0,1/1,1.0
211,0.0,0.0018008529557014068,6.222222222222222,1.0,1/1,1.0
212,0.0,0.0018008529557014068,6.444444444444445,1.0,1/1,1.0
213,0.0,0.0018008529557014068,6.666666666666667,1.0,1/1,1.0
214,0.0,0.0018008529557014068,6.888888888888889,1.0,1/1,1.0
215,0.0,0.0018008529557014068,7.111111111111111,1.0,1/1,1.0
216,0.0,0.0018008529557014068,7.333333333333333,1.0,1/1,1.0
217,0.0,0.0018008529557014068,7.555555555555555,1.0,1/1,1.0
218,0.0,0.0018008529557014068,7.777777777777778,1.0,1/1,1.0
219,0.0,0.0018008529557014068,8.0,1.0,1/1,1.0
220,0.0,0.0018230857082409304,6.0,1.0,1/1,1.0
221,0.0,0.0018230857082409304,6.222222222222222,1.0,1/1,1.0
222,0.0,0.0018230857082409304,6.444444444444445,1.0,1/1,1.0
223,0.0,0.0018230857082409304,6.666666666666667,1.0,1/1,1.0
224,0.0,0.0018230857082409304,6.888888888888889,1.0,1/1,1.0
225,0.0,0.0018230857082409304,7.111111111111111,1.0,1/1,1.0
226,0.0,0.0018230857082409304,7.333333333333333,1.0,1/1,1.0
227,0.0,0.0018230857082409304,7.555555555555555,1.0,1/1,1.0
228,0.0,0.0018230857082409304,7.777777777777778,1.0,1/1,1.0
229,0.0,0.0018230857082409304,8.0,1.0,1/1,1.0
230,0.0,0.001845318460780454,6.0,1.0,1/1,1.0
231,0.0,0.001845318460780454,6.222222222222222,2.0,2/1,2.0
232,0.0,0.001845318460780454,6.444444444444445,1.0,1/1,1.0
233,0.0,0.001845318460780454,6.666666666666667,1.0,1/1,1.0
234,0.0,0.001845318460780454,6.888888888888889,1.0,1/1,1.0
235,0.0,0.001845318460780454,7.111111111111111,1.0,1/1,1.0
236,0.0,0.001845318460780454,7.333333333333333,1.0,1/1,1.0
237,0.0,0.001845318460780454,7.555555555555555,1.0,1/1,1.0
238,0.0,0.001845318460780454,7.777777777777778,1.0,1/1,1.0
239,0.0,0.001845318460780454,8.0,1.0,1/1,1.0
240,0.0,0.0018675512133199776,6.0,1.0,1/1,1.0
241,0.0,0.0018675512133199776,6.222222222222222,2.0,2/1,2.0
242,0.0,0.0018675512133199776,6.444444444444445,1.0,1/1,1.0
243,0.0,0.0018675512133199776,6.666666666666667,1.0,1/1,1.0
244,0.0,0.0018675512133199776,6.888888888888889,1.0,1/1,1.0
245,0.0,0.0018675512133199776,7.111111111111111,1.0,1/1,1.0
246,0.0,0.0018675512133199776,7.333333333333333,1.0,1/1,1.0
247,0.0,0.0018675512133199776,7.555555555555555,1.0,1/1,1.0
248,0.0,0.0018675512133199776,7.777777777777778,1.0,1/1,1.0
249,0.0,0.0018675512133199776,8.0,1.0,1/1,1.0
250,0.0,0.0018897839658595012,6.0,1.0,1/1,1.0
251,0.0,0.0018897839658595012,6.222222222222222,1.0,1/1,1.0
252,0.0,0.0018897839658595012,6.444444444444445,1.0,1/1,1.0
253,0.0,0.0018897839658595012,6.666666666666667,1.0,1/1,1.0
254,0.0,0.0018897839658595012,6.888888888888889,1.0,1/1,1.0
255,0.0,0.0018897839658595012,7.111111111111111,1.0,1/1,1.0
256,0.0,0.0018897839658595012,7.333333333333333,1.0,1/1,1.0
257,0.0,0.0018897839658595012,7.555555555555555,1.0,1/1,1.0
258,0.0,0.0018897839658595012,7.777777777777778,1.0,1/1,1.0
259,0.0,0.0018897839658595012,8.0,1.0,1/1,1.0
260,0.0,0.0019120167183990246,6.0,1.0,1/1,1.0
261,0.0,0.0019120167183990246,6.222222222222222,1.0,1/1,1.0
262,0.0,0.0019120167183990246,6.444444444444445,1.0,1/1,1.0
263,0.0,0.0019120167183990246,6.666666666666667,1.0,1/1,1.0
264,0.0,0.0019120167183990246,6.888888888888889,1.0,1/1,1.0
265,0.0,0.0019120167183990246,7.111111111111111,1.0,1/1,1.0
266,0.0,0.0019120167183990246,7.333333333333333,1.0,1/1,1.0
267,0.0,0.0019120167183990246,7.555555555555555,1.0,1/1,1.0
268,0.0,0.0019120167183990246,7.777777777777778,1.0,1/1,1.0
269,0.0,0.0019120167183990246,8.0,1.0,1/1,1.0
270,0.0,0.0019342494709385482,6.0,1.0,1/1,1.0
271,0.0,0.0019342494709385482,6.222222222222222,1.0,1/1,1.0
272,0.0,0.0019342494709385482,6.444444444444445,1.0,1/1,1.0
273,0.0,0.0019342494709385482,6.666666666666667,1.0,1/1,1.0
274,0.0,0.0019342494709385482,6.888888888888889,1.0,1/1,1.0
275,0.0,0.0019342494709385482,7.111111111111111,1.0,1/1,1.0
276,0.0,0.0019342494709385482,7.333333333333333,1.0,1/1,1.0
277,0.0,0.0019342494709385482,7.555555555555555,1.0,1/1,1.0
278,0.0,0.0019342494709385482,7.777777777777778,1.0,1/1,1.0
279,0.0,0.0019342494709385482,8.0,1.0,1/1,1.0
280,0.0,0.001956482223478072,6.0,1.0,1/1,1.0
281,0.0,0.001956482223478072,6.222222222222222,1.0,1/1,1.0
282,0.0,0.001956482223478072,6.444444444444445,1.0,1/1,1.0
283,0.0,0.001956482223478072,6.666666666666667,1.0,1/1,1.0
284,0.0,0.001956482223478072,6.888888888888889,1.0,1/1,1.0
285,0.0,0.001956482223478072,7.111111111111111,1.0,1/1,1.0
286,0.0,0.001956482223478072,7.333333333333333,1.0,1/1,1.0
287,0.0,0.001956482223478072,7.555555555555555,1.0,1/1,1.0
288,0.0,0.001956482223478072,7.777777777777778,1.0,1/1,1.0
289,0.0,0.001956482223478072,8.0,1.0,1/1,1.0
290,0.0,0.001978714976017595,6.0,1.0,1/1,1.0
291,0.0,0.001978714976017595,6.222222222222222,1.0,1/1,1.0
292,0.0,0.001978714976017595,6.444444444444445,1.0,1/1,1.0
293,0.0,0.001978714976017595,6.666666666666667,1.0,1/1,1.0
294,0.0,0.001978714976017595,6.888888888888889,1.0,1/1,1.0
295,0.0,0.001978714976017595,7.111111111111111,1.0,1/1,1.0
296,0.0,0.001978714976017595,7.333333333333333,1.0,1/1,1.0
297,0.0,0.001978714976017595,7.555555555555555,1.0,1/1,1.0
298,0.0,0.001978714976017595,7.777777777777778,1.0,1/1,1.0
299,0.0,0.001978714976017595,8.0,1.0,1/1,1.0
300,0.0,0.002000947728557119,6.0,1.0,1/1,1.0
301,0.0,0.002000947728557119,6.222222222222222,1.0,1/1,1.0
302,0.0,0.002000947728557119,6.444444444444445,1.0,1/1,1.0
303,0.0,0.002000947728557119,6.666666666666667,1.0,1/1,1.0
304,0.0,0.002000947728557119,6.888888888888889,1.0,1/1,1.0
305,0.0,0.002000947728557119,7.111111111111111,1.0,1/1,1.0
306,0.0,0.002000947728557119,7.333333333333333,1.0,1/1,1.0
307,0.0,0.002000947728557119,7.555555555555555,1.0,1/1,1.0
308,0.0,0.002000947728557119,7.777777777777778,1.0,1/1,1.0
309,0.0,0.002000947728557119,8.0,1.0,1/1,1.0
310,0.0,0.0020231804810966424,6.0,1.0,1/1,1.0
311,0.0,0.0020231804810966424,6.222222222222222,1.0,1/1,1.0
312,0.0,0.0020231804810966424,6.444444444444445,1.0,1/1,1.0
313,0.0,0.0020231804810966424,6.666666666666667,1.0,1/1,1.0
314,0.0,0.0020231804810966424,6.888888888888889,1.0,1/1,1.0
315,0.0,0.0020231804810966424,7.111111111111111,1.0,1/1,1.0
316,0.0,0.0020231804810966424,7.333333333333333,1.0,1/1,1.0
317,0.0,0.0020231804810966424,7.555555555555555,1.0,1/1,1.0
318,0.0,0.0020231804810966424,7.777777777777778,1.0,1/1,1.0
319,0.0,0.0020231804810966424,8.0,1.0,1/1,1.0
320,0.0,0.0020454132336361662,6.0,1.0,1/1,1.0
321,0.0,0.0020454132336361662,6.222222222222222,1.0,1/1,1.0
322,0.0,0.0020454132336361662,6.444444444444445,1.0,1/1,1.0
323,0.0,0.0020454132336361662,6.666666666666667,1.0,1/1,1.0
324,0.0,0.0020454132336361662,6.888888888888889,1.0,1/1,1.0
325,0.0,0.0020454132336361662,7.111111111111111,1.0,1/1,1.0
326,0.0,0.0020454132336361662,7.333333333333333,1.0,1/1,1.0
327,0.0,0.0020454132336361662,7.555555555555555,1.0,1/1,1.0
328,0.0,0.0020454132336361662,7.777777777777778,1.0,1/1,1.0
329,0.0,0.0020454132336361662,8.0,1.0,1/1,1.0
330,0.0,0.0020676459861756896,6.0,1.0,1/1,1.0
331,0.0,0.0020676459861756896,6.222222222222222,1.0,1/1,1.0
332,0.0,0.0020676459861756896,6.444444444444445,1.0,1/1,1.0
333,0.0,0.0020676459861756896,6.666666666666667,1.0,1/1,1.0
334,0.0,0.0020676459861756896,6.888888888888889,1.0,1/1,1.0
335,0.0,0.0020676459861756896,7.111111111111111,1.0,1/1,1.0
336,0.0,0.0020676459861756896,7.333333333333333,1.0,1/1,1.0
337,0.0,0.0020676459861756896,7.555555555555555,1.0,1/1,1.0
338,0.0,0.0020676459861756896,7.777777777777778,1.0,1/1,1.0
339,0.0,0.0020676459861756896,8.0,1.0,1/1,1.0
340,0.0,0.002089878738715213,6.0,1.0,1/1,1.0
341,0.0,0.002089878738715213,6.222222222222222,1.0,1/1,1.0
342,0.0,0.002089878738715213,6.444444444444445,1.0,1/1,1.0
343,0.0,0.002089878738715213,6.666666666666667,1.0,1/1,1.0
344,0.0,0.002089878738715213,6.888888888888889,1.0,1/1,1.0
345,0.0,0.002089878738715213,7.111111111111111,1.0,1/1,1.0
346,0.0,0.002089878738715213,7.333333333333333,1.0,1/1,1.0
347,0.0,0.002089878738715213,7.555555555555555,1.0,1/1,1.0
348,0.0,0.002089878738715213,7.777777777777778,1.0,1/1,1.0
349,0.0,0.002089878738715213,8.0,1.0,1/1,1.0
350,0.0,0.002112111491254737,6.0,1.0,1/1,1.0
351,0.0,0.002112111491254737,6.222222222222222,1.0,1/1,1.0
352,0.0,0.002112111491254737,6.444444444444445,1.0,1/1,1.0
353,0.0,0.002112111491254737,6.666666666666667,1.0,1/1,1.0
354,0.0,0.002112111491254737,6.888888888888889,1.0,1/1,1.0
355,0.0,0.002112111491254737,7.111111111111111,1.0,1/1,1.0
356,0.0,0.002112111491254737,7.333333333333333,1.0,1/1,1.0
357,0.0,0.002112111491254737,7.555555555555555,1.0,1/1,1.0
358,0.0,0.002112111491254737,7.777777777777778,1.0,1/1,1.0
359,0.0,0.002112111491254737,8.0,1.0,1/1,1.0
360,0.0,0.00213434424379426,6.0,1.0,1/1,1.0
361,0.0,0.00213434424379426,6.222222222222222,1.0,1/1,1.0
362,0.0,0.00213434424379426,6.444444444444445,1.0,1/1,1.0
363,0.0,0.00213434424379426,6.666666666666667,1.0,1/1,1.0
364,0.0,0.00213434424379426,6.888888888888889,1.0,1/1,1.0
365,0.0,0.00213434424379426,7.111111111111111,1.0,1/1,1.0
366,0.0,0.00213434424379426,7.333333333333333,1.0,1/1,1.0
367,0.0,0.00213434424379426,7.555555555555555,1.0,1/1,1.0
368,0.0,0.00213434424379426,7.777777777777778,1.0,1/1,1.0
369,0.0,0.00213434424379426,8.0,1.0,1/1,1.0
370,0.0,0.002156576996333784,6.0,1.0,1/1,1.0
371,0.0,0.002156576996333784,6.222222222222222,1.0,1/1,1.0
372,0.0,0.002156576996333784,6.444444444444445,1.0,1/1,1.0
373,0.0,0.002156576996333784,6.666666666666667,1.0,1/1,1.0
374,0.0,0.002156576996333784,6.888888888888889,1.0,1/1,1.0
375,0.0,0.002156576996333784,7.111111111111111,1.0,1/1,1.0
376,0.0,0.002156576996333784,7.333333333333333,1.0,1/1,1.0
377,0.0,0.002156576996333784,7.555555555555555,1.0,1/1,1.0
378,0.0,0.002156576996333784,7.777777777777778,1.0,1/1,1.0
379,0.0,0.002156576996333784,8.0,1.0,1/1,1.0
380,0.0,0.0021788097488733074,6.0,1.0,1/1,1.0
381,0.0,0.0021788097488733074,6.222222222222222,1.0,1/1,1.0
382,0.0,0.0021788097488733074,6.444444444444445,1.0,1/1,1.0
383,0.0,0.0021788097488733074,6.666666666666667,1.0,1/1,1.0
384,0.0,0.0021788097488733074,6.888888888888889,1.0,1/1,1.0
385,0.0,0.0021788097488733074,7.111111111111111,1.0,1/1,1.0
386,0.0,0.0021788097488733074,7.333333333333333,1.0,1/1,1.0
387,0.0,0.0021788097488733074,7.555555555555555,1.0,1/1,1.0
388,0.0,0.0021788097488733074,7.777777777777778,1.0,1/1,1.0
389,0.0,0.0021788097488733074,8.0,1.0,1/1,1.0
390,0.0,0.002201042501412831,6.0,1.0,1/1,1.0
391,0.0,0.002201042501412831,6.222222222222222,1.0,1/1,1.0
392,0.0,0.002201042501412831,6.444444444444445,1.0,1/1,1.0
393,0.0,0.002201042501412831,6.666666666666667,1.0,1/1,1.0
394,0.0,0.002201042501412831,6.888888888888889,1.0,1/1,1.0
395,0.0,0.002201042501412831,7.111111111111111,1.0,1/1,1.0
396,0.0,0.002201042501412831,7.333333333333333,1.0,1/1,1.0
