,Meta,Omega,A_a,subcycles_osc,p/q,Locking
0,n = 15,0.0013339651523714123,8.0,0.0,0.0,0.0
1,r = 0.5,0.0013339651523714123,8.222222222222221,0.0,0.0,0.0
2,a_apc = 5,0.0013339651523714123,8.444444444444445,0.0,0.0,0.0
3,a_cdk = 5,0.0013339651523714123,8.666666666666666,0.0,0.0,0.0
4,a_e2f = 5,0.0013339651523714123,8.88888888888889,0.0,0.0,0.0
5,deld = 0.05,0.0013339651523714123,9.11111111111111,0.0,0.0,0.0
6,delb = 0.05,0.0013339651523714123,9.333333333333334,0.0,0.0,0.0
7,eps_apc = 100,0.0013339651523714123,9.555555555555555,0.0,0.0,0.0
8,eps_cdk = 100,0.0013339651523714123,9.777777777777779,0.0,0.0,0.0
9,eps_e2f = 100,0.0013339651523714123,10.0,0.0,0.0,0.0
10,Kd = 120,0.0013561979049109359,8.0,0.0,0.0,0.0
11,Kb = 40,0.0013561979049109359,8.222222222222221,0.0,0.0,0.0
12,Kcdk = 20,0.0013561979049109359,8.444444444444445,0.0,0.0,0.0
13,dsyn = 0.15,0.0013561979049109359,8.666666666666666,0.0,0.0,0.0
14,ddeg = 0.009,0.0013561979049109359,8.88888888888889,0.0,0.0,0.0
15,tstart = 0,0.0013561979049109359,9.11111111111111,0.0,0.0,0.0
16,tend = 45000,0.0013561979049109359,9.333333333333334,0.0,0.0,0.0
17,t_incr_max = 10,0.0013561979049109359,9.555555555555555,0.0,0.0,0.0
18,pmax = 5,0.0013561979049109359,9.777777777777779,0.0,0.0,0.0
19,p_err = 0.005,0.0013561979049109359,10.0,0.0,0.0,0.0
20,0.0,0.0013784306574504592,8.0,0.0,0.0,0.0
21,0.0,0.0013784306574504592,8.222222222222221,0.0,0.0,0.0
22,0.0,0.0013784306574504592,8.444444444444445,0.0,0.0,0.0
23,0.0,0.0013784306574504592,8.666666666666666,0.0,0.0,0.0
24,0.0,0.0013784306574504592,8.88888888888889,0.0,0.0,0.0
